Re,Rx2,Ry2,Rz2
5.744562646538029,16.0,16,1
6.4031242374328485,1.0,4,36
8.306623862918075,49.0,16,4
3.0,0.0,9,0
5.385164807134504,4.0,0.0,25
2.23606797749979,1,0,4
8.660254037844387,25.0,1,49
4.58257569495584,4.0,16.0,1
4.358898943540674,9.0,9,1
3.0,0,0.0,9
5.744562646538029,25,4,4
2.23606797749979,4,1,0
4.358898943540674,1,9.0,9
2.23606797749979,4.0,0,1
1.0,0.0,1,0
6.4031242374328485,1.0,36.0,4
5.916079783099616,25.0,9.0,1
5.744562646538029,16.0,16.0,1
5.196152422706632,1,25.0,1
5.916079783099616,25.0,9.0,1
5.916079783099616,9.0,1.0,25
6.708203932499369,36,0,9
3.0,1,4,4
3.3166247903554,1.0,1,9
7.14142842854285,1,49.0,1
3.0,1,4,4
3.605551275463989,4.0,0.0,9
8.774964387392123,64.0,9,4
4.123105625617661,1.0,16.0,0
4.123105625617661,16.0,1.0,0
5.196152422706632,9,9.0,9
3.605551275463989,4,9,0
4.358898943540674,9,9,1
7.14142842854285,1.0,1,49
2.23606797749979,4,1,0
6.082762530298219,0,36.0,1
