Re,Rx2,Ry2,Rz2
4.58257569495584,1,16.0,4
4.58257569495584,1,4.0,16
3.0,4,1,4
3.0,4,1.0,4
5.385164807134504,4,16.0,9
4.123105625617661,1,0.0,16
5.916079783099616,25,9.0,1
7.280109889280518,16.0,36.0,1
3.0,4.0,1,4
4.58257569495584,16.0,1,4
4.58257569495584,1,16.0,4
3.3166247903554,1.0,1.0,9
4.123105625617661,0.0,1,16
3.605551275463989,9.0,0,4
4.358898943540674,9,9,1
3.3166247903554,1,9.0,1
2.23606797749979,0,1,4
4.123105625617661,1.0,16.0,0
3.0,4,4,1
1.0,0,0,1
3.605551275463989,0,4.0,9
6.4031242374328485,36.0,1.0,4
2.23606797749979,1.0,4.0,0
3.605551275463989,4.0,0.0,9
3.0,4.0,1.0,4
3.3166247903554,1,1,9
4.358898943540674,9.0,9.0,1
4.58257569495584,16,4.0,1
4.58257569495584,4.0,16,1
3.3166247903554,9,1.0,1
2.23606797749979,4,0,1
3.3166247903554,1,9.0,1
1.7320508075688772,1,1.0,1
2.23606797749979,4.0,0.0,1
3.605551275463989,0.0,9,4
3.3166247903554,1.0,1.0,9
