c,x,y,z
0,3.6347,4.90206,10.5
1,0.76926,0.78856,11.45
2,6.74835,2.7641,12.95
3,6.73675,0.97901,9.05
4,2.8275,2.73675,11.05
5,1.40969,2.06216,8.25
6,6.92562,4.12353,9.95
7,6.4476,6.10619,9.45
8,6.03475,5.99194,14.4
9,4.59397,6.8125,12.3
10,2.26325,1.05361,12.0
11,5.69142,4.64958,1.8
12,3.73675,0.05361,8.7
13,2.42091,3.86078,12.25
14,2.82724,0.15649,4.55
15,0.5,5.10559,11.75
16,4.05361,2.81352,5.3
17,4.5524,4.97188,16.05
18,4.38655,1.73675,7.65
19,4.98567,6.91841,12.15
20,0.84015,6.99418,8.4
21,0.98567,3.39801,11.55
22,1.45387,4.58519,11.9
23,5.75749,3.32838,9.7
24,2.60051,6.43602,16.6
25,6.72973,2.1822,3.35
26,1.42395,5.40323,3.25
27,3.5,2.70119,11.55
28,2.89303,5.87022,12.15
29,0.44364,3.64096,19.1
30,5.06823,1.0018,3.4
31,5.64958,3.90586,12.4
32,4.18663,4.13922,6.4
33,1.5,5.72003,16.35
34,3.70282,0.82777,5.5
35,5.053,5.03195,10.9
