Re,Rx2,Ry2,Rz2
3.0,1,4,4
7.681145747868608,9,25.0,25
5.0,16,0.0,9
3.605551275463989,9.0,0.0,4
3.0,4.0,1,4
3.0,0.0,0,9
4.358898943540674,1.0,9,9
5.916079783099616,25.0,1,9
5.744562646538029,4.0,25.0,4
5.385164807134504,16.0,9,4
6.708203932499369,0,9.0,36
7.14142842854285,1,25.0,25
5.744562646538029,4.0,4,25
6.557438524302,9.0,9.0,25
7.280109889280518,1,36.0,16
4.58257569495584,16.0,4,1
7.810249675906654,9.0,36.0,16
4.123105625617661,4,9,4
7.0,36.0,9.0,4
5.0,16.0,0.0,9
5.196152422706632,25.0,1.0,1
3.605551275463989,4,0,9
4.58257569495584,16.0,1,4
6.4031242374328485,16.0,25.0,0
8.774964387392123,64.0,4,9
4.58257569495584,1,16,4
1.7320508075688772,1,1,1
8.06225774829855,25.0,36.0,4
8.18535277187245,9,49.0,9
5.0,16,0,9
8.774964387392123,4.0,64.0,9
5.916079783099616,25.0,1.0,9
4.58257569495584,4,1.0,16
9.0,64.0,16.0,1
5.0,25.0,0,0
5.744562646538029,4,4.0,25
