c,x,y,z
0,5.84446,6.04754,7.3
1,1.89303,6.92775,14.2
2,6.26717,1.34318,8.25
3,2.01044,3.84015,12.6
4,0.70282,1.25953,3.8
5,3.15865,5.52189,16.4
6,0.93681,2.44512,9.45
7,5.55488,4.55013,16.3
8,1.77794,2.5,15.7
9,4.78799,4.56881,5.5
10,2.5147,6.19764,8.4
11,4.10325,6.26871,12.8
12,1.15473,2.65693,8.45
13,5.35042,5.30561,11.75
14,2.18749,2.34373,17.75
15,0.82586,6.03475,9.85
16,1.05261,2.47089,9.7
17,3.63777,5.65627,15.3
18,5.22404,3.22963,14.25
19,6.1465,3.13187,2.3
20,5.51749,3.92775,1.85
21,0.64958,1.5,14.45
22,2.82733,1.5,3.45
23,5.38786,5.31337,6.0
24,4.05229,5.5811,5.45
25,3.21318,4.21201,9.9
26,3.98288,3.35042,6.3
27,0.86945,2.15985,10.2
28,0.60117,3.55972,2.75
29,0.60896,1.28778,3.85
30,3.80904,4.06922,17.35
31,6.52958,4.55013,12.35
32,0.29967,3.64863,14.8
33,1.05361,6.79718,3.85
34,2.83378,5.64958,9.75
35,4.54313,0.76155,5.0
