Re,Rx2,Ry2,Rz2
3.3166247903554,9,1.0,1
3.3166247903554,9,1,1
6.557438524302,9.0,9,25
3.0,4,4,1
4.123105625617661,9,4.0,4
8.306623862918075,16.0,4.0,49
6.4031242374328485,36,4.0,1
3.605551275463989,4,0,9
5.916079783099616,1.0,25.0,9
3.605551275463989,4.0,9,0
5.196152422706632,1.0,1.0,25
4.123105625617661,9.0,4,4
3.3166247903554,9,1,1
4.123105625617661,4.0,4.0,9
4.58257569495584,16.0,1.0,4
5.385164807134504,16.0,4.0,9
9.0,16,1,64
7.280109889280518,0,49.0,4
5.196152422706632,1.0,25.0,1
2.23606797749979,1.0,0.0,4
5.744562646538029,4,4,25
7.14142842854285,1,1,49
4.58257569495584,4.0,1.0,16
3.0,4.0,4.0,1
4.123105625617661,0.0,1,16
3.605551275463989,9.0,4,0
3.3166247903554,1,9,1
6.4031242374328485,4.0,36.0,1
9.0,16.0,1,64
7.14142842854285,25.0,1,25
4.123105625617661,4,9.0,4
5.385164807134504,16,4.0,9
8.06225774829855,4,25.0,36
5.744562646538029,4,25.0,4
3.0,4,1.0,4
3.0,4.0,1,4
