Re,Rx2,Ry2,Rz2
4.123105625617661,16.0,1.0,0
3.0,4.0,1.0,4
7.0,9.0,36.0,4
8.06225774829855,25.0,36.0,4
5.744562646538029,1.0,16.0,16
5.744562646538029,16.0,1.0,16
6.4031242374328485,16.0,9.0,16
5.744562646538029,25.0,4.0,4
7.280109889280518,16.0,36.0,1
5.0,0.0,25.0,0
4.123105625617661,4.0,9.0,4
6.4031242374328485,25.0,16.0,0
7.810249675906654,36.0,25.0,0
4.58257569495584,1.0,16.0,4
4.123105625617661,0.0,16.0,1
3.0,4.0,1.0,4
5.744562646538029,16.0,16.0,1
5.385164807134504,9.0,4.0,16
3.605551275463989,9.0,0.0,4
3.3166247903554,1.0,1.0,9
3.0,4.0,4.0,1
6.4031242374328485,4.0,36.0,1
8.306623862918075,4.0,1.0,64
7.280109889280518,16.0,36.0,1
1.7320508075688772,1.0,1.0,1
4.58257569495584,4.0,1.0,16
7.280109889280518,0.0,49.0,4
6.557438524302,9.0,9.0,25
9.0,64.0,1.0,16
3.605551275463989,4.0,0.0,9
3.0,0.0,0.0,9
3.0,1.0,4.0,4
7.810249675906654,36.0,16.0,9
5.0,16.0,0.0,9
5.196152422706632,25.0,1.0,1
4.358898943540674,9.0,1.0,9
