Re,Rx2,Ry2,Rz2
2.23606797749979,4.0,1,0
6.708203932499369,4.0,25.0,16
4.358898943540674,1.0,9.0,9
5.385164807134504,0,25,4
4.123105625617661,16.0,0.0,1
3.0,4,4.0,1
2.23606797749979,0,1.0,4
7.280109889280518,36.0,1,16
4.58257569495584,4.0,1,16
7.0,4.0,36.0,9
9.219544457292887,0,81.0,4
3.0,4.0,1.0,4
5.385164807134504,16.0,4,9
4.358898943540674,1,9,9
4.358898943540674,9,9,1
3.3166247903554,9,1.0,1
5.385164807134504,0,25.0,4
8.06225774829855,4,36.0,25
4.123105625617661,0,16,1
10.04987562112089,4.0,16,81
3.0,4.0,1,4
4.358898943540674,9.0,9,1
3.605551275463989,9.0,0.0,4
1.0,1,0,0
6.082762530298219,1.0,36.0,0
3.605551275463989,0,4.0,9
6.708203932499369,25.0,16.0,4
4.58257569495584,16,4,1
7.810249675906654,25.0,36.0,0
5.744562646538029,1,16.0,16
5.385164807134504,16,9.0,4
4.58257569495584,4.0,1,16
5.196152422706632,25.0,1,1
5.385164807134504,4.0,16,9
4.123105625617661,0,1.0,16
2.23606797749979,0,4.0,1
