c,x,y,z
0,4.62413,3.03197,6.85
1,6.42775,3.72828,7.3
2,0.07662,3.31529,16.3
3,1.68047,6.36701,9.45
4,4.29718,5.79822,11.95
5,5.83369,0.41115,1.85
6,1.71201,6.93566,11.15
7,1.48429,6.34351,5.55
8,5.02405,6.67024,18.6
9,0.12324,1.18928,8.05
10,2.05261,3.75749,7.25
11,5.0,5.06335,3.6
12,4.06349,1.61345,16.5
13,4.18471,2.85705,12.9
14,1.17202,1.57928,1.5
15,1.00264,4.68275,15.1
16,3.99035,4.89303,4.95
17,5.0,3.0,18.1
18,3.61881,5.76412,1.4
19,4.73386,1.06598,4.45
20,6.38717,2.53717,10.7
21,4.12353,6.46445,8.0
22,3.22624,5.9426,14.35
23,5.23074,0.60697,7.45
24,2.5,0.39965,18.0
25,3.4476,2.18792,2.75
26,6.40377,6.19908,1.4
27,1.64849,2.02742,16.8
28,1.57952,5.72383,18.55
29,0.52868,6.82798,15.85
30,1.40681,1.60697,5.5
31,4.86606,6.45262,14.2
32,5.20889,6.30867,11.3
33,1.41612,3.5,12.1
34,5.87685,3.5,2.05
35,4.09762,4.35042,16.5
