c,x,y,z
0,1.85119,3.94269,10.35
1,0.22397,1.62632,8.55
2,4.84015,1.12189,1.95
3,4.12796,0.08588,17.75
4,3.59397,2.9255,17.65
5,1.58704,0.79504,8.1
6,3.29718,0.90206,14.0
7,1.70282,1.32838,17.05
8,6.12121,3.22966,4.3
9,6.65311,2.47426,4.3
10,2.62779,3.97875,11.85
11,4.75749,1.82267,14.9
12,0.90449,5.37221,13.7
13,3.52044,1.05831,6.7
14,5.73598,2.23664,18.45
15,3.26691,4.96578,11.1
16,1.05229,2.10283,16.3
17,3.23828,2.18963,9.4
18,2.65627,5.29326,15.45
19,5.76926,6.20374,17.3
20,4.40206,3.33671,10.7
21,6.29302,0.85219,3.7
22,3.04043,4.21201,15.5
23,5.07863,6.90573,6.3
24,5.06286,3.63762,10.25
25,0.55761,1.70698,15.25
26,6.15649,3.32838,4.85
27,3.9623,4.73675,4.4
28,5.55013,3.60697,12.35
29,1.46889,0.59794,2.55
30,2.65865,2.50974,6.75
31,2.5524,4.54436,7.3
32,4.91072,3.07167,8.45
33,0.01688,4.88202,4.65
34,6.40206,1.22966,5.0
35,4.67162,6.81337,5.25
