Re,Rx2,Ry2,Rz2
3.605551275463989,9.0,4.0,0
4.58257569495584,1,4.0,16
5.385164807134504,4,16.0,9
4.123105625617661,0,1.0,16
3.0,0,0.0,9
3.605551275463989,4,9,0
5.916079783099616,1,9,25
9.1104335791443,1.0,1,81
5.744562646538029,4,25.0,4
4.123105625617661,1,16,0
4.58257569495584,1,16.0,4
6.4031242374328485,9,16,16
3.605551275463989,9.0,4,0
3.0,1,4.0,4
1.0,0,1.0,0
1.0,0.0,0,1
4.58257569495584,16.0,1,4
3.0,1,4.0,4
3.605551275463989,0,9,4
3.605551275463989,4,0.0,9
4.123105625617661,9,4,4
7.681145747868608,1.0,49.0,9
4.123105625617661,4,9,4
5.385164807134504,16.0,4.0,9
3.0,4.0,1.0,4
2.23606797749979,4.0,1.0,0
2.23606797749979,4,0.0,1
2.23606797749979,0,1.0,4
3.0,9,0,0
1.0,1,0.0,0
3.0,1,4.0,4
2.23606797749979,1,0,4
3.605551275463989,9.0,4,0
3.3166247903554,1,1,9
2.449489742783178,1,4,1
5.0,9,16.0,0
