Re,Rx2,Ry2,Rz2
2.23606797749979,4,1.0,0
3.0,4.0,1,4
8.306623862918075,64.0,4,1
3.3166247903554,1,9.0,1
6.082762530298219,1,0.0,36
4.123105625617661,4,9.0,4
3.0,1.0,4.0,4
4.58257569495584,4.0,1.0,16
5.744562646538029,16.0,16.0,1
3.3166247903554,1.0,1,9
2.23606797749979,1,0,4
3.3166247903554,1,9.0,1
3.605551275463989,0,4.0,9
7.681145747868608,25,25.0,9
5.916079783099616,9,25,1
3.3166247903554,1.0,1,9
4.58257569495584,4,1,16
4.58257569495584,1,16.0,4
3.0,4.0,4,1
3.605551275463989,9,0,4
8.06225774829855,36.0,4,25
3.0,4.0,4,1
2.23606797749979,0.0,1,4
4.123105625617661,9.0,4.0,4
5.744562646538029,1,16,16
5.744562646538029,4,4.0,25
3.0,4.0,1,4
5.385164807134504,16.0,4,9
4.47213595499958,0,16.0,4
3.0,0,9.0,0
3.0,4,4.0,1
4.58257569495584,16.0,1,4
6.082762530298219,36.0,1,0
4.358898943540674,9,1,9
3.0,9,0,0
3.605551275463989,9.0,4,0
