x,y,z
0,2,10
0,2,9
6,2,9
6,3,9
6,3,8
6,3,7
6,3,6
6,2,6
0,2,6
0,3,6
6,3,6
5,3,6
6,3,6
6,2,6
0,2,6
0,2,5
6,2,5
6,2,4
6,2,3
6,1,3
0,2,12
0,3,12
6,3,12
6,3,13
5,3,13
5,3,12
5,3,13
5,2,13
5,3,13
5,3,14
4,3,14
4,2,14
5,2,14
5,3,14
5,2,14
6,2,14
5,2,14
5,2,15
4,2,15
3,2,15
4,1,16
3,1,16
3,1,15
3,1,16
4,1,16
4,1,15
4,2,15
3,2,15
3,1,15
3,2,15
3,2,16
3,1,16
3,0,16
3,1,16
3,1,17
3,2,17
4,2,17
5,2,17
4,2,17
4,1,17
1,6,11
1,5,11
2,5,11
1,5,11
1,5,12
1,6,12
1,0,12
1,1,12
1,0,12
1,0,13
1,1,13
0,1,13
6,1,13
6,1,12
5,1,12
5,1,11
4,1,11
3,1,11
3,2,11
3,1,11
1,1,12
1,1,13
1,2,13
1,2,14
2,2,14
2,2,13
3,2,13
3,3,13
3,4,13
2,4,13
2,4,12
3,4,12
3,3,12
4,3,12
5,3,12
5,2,12
5,1,12
5,2,12
5,2,13
5,2,14
1,2,13
1,2,12
1,3,12
1,2,12
2,2,12
3,2,12
2,2,12
1,2,12
2,2,12
2,3,12
2,3,13
1,3,13
1,3,12
1,4,12
1,4,13
2,4,13
2,5,13
2,5,14
2,6,14
2,0,14
2,3,6
2,3,5
2,3,4
2,3,3
3,3,3
4,3,3
3,3,3
3,2,3
4,2,3
4,1,3
5,1,3
6,1,3
0,1,3
0,1,2
0,2,2
0,3,2
1,3,2
1,4,2
1,3,2
1,4,2
1,3,6
1,2,6
1,3,6
0,3,6
0,2,6
1,2,6
1,1,6
1,1,7
1,0,7
1,0,6
1,6,6
1,0,6
1,1,6
0,1,6
0,0,6
1,0,6
1,0,7
1,1,7
0,1,7
0,0,7
5,6,14
5,6,13
6,6,13
5,6,13
5,5,13
4,5,13
3,5,13
3,5,12
3,6,12
3,5,12
4,5,12
4,5,11
4,6,11
4,0,11
4,0,10
4,0,11
4,0,12
4,6,12
4,6,13
4,0,13
3,2,17
4,2,17
5,2,17
5,2,17
5,3,17
5,3,16
4,3,16
4,3,17
5,3,17
5,3,18
5,3,19
5,4,19
6,4,19
6,3,19
6,2,19
6,2,18
6,1,18
6,2,18
6,3,18
5,3,18
5,6,11
4,6,11
3,6,11
3,0,11
3,1,11
3,1,12
3,2,12
3,1,12
3,1,11
4,1,11
4,1,10
4,2,10
4,3,10
4,3,9
4,4,9
3,4,9
3,5,9
3,4,9
4,4,9
4,4,10
3,6,16
3,6,15
4,6,15
4,6,16
3,6,16
3,6,17
3,6,16
4,6,16
4,5,16
4,5,17
4,5,16
4,5,17
4,5,16
4,5,15
3,5,15
2,5,15
2,5,16
2,5,15
2,6,15
2,5,15
6,1,9
6,1,10
6,0,10
6,0,9
5,0,9
5,1,9
6,1,9
0,1,9
1,1,9
1,0,9
2,0,9
1,0,9
0,0,9
0,1,9
0,2,9
0,1,9
6,1,9
6,1,10
5,1,10
5,1,9
4,0,4
4,6,4
3,6,4
3,5,4
3,5,3
2,5,3
1,5,3
2,5,3
2,5,2
2,5,1
2,4,1
2,4,0
2,3,0
3,3,0
2,3,0
2,3,1
2,2,1
3,2,1
3,1,1
3,1,0
2,6,12
3,6,12
3,6,13
2,6,13
3,6,13
3,5,13
2,5,13
2,5,12
2,5,11
2,5,10
2,4,10
2,5,10
2,4,10
3,4,10
3,5,10
3,5,9
3,4,9
4,4,9
5,4,9
6,4,9
2,1,19
2,1,18
2,1,18
2,1,18
2,1,17
2,1,17
1,1,17
1,0,17
0,0,17
0,0,18
0,1,18
0,0,18
0,1,18
0,2,18
0,2,17
0,1,17
6,1,17
0,1,17
0,0,17
0,1,17
6,6,16
6,5,16
5,5,16
6,5,16
6,5,17
5,5,17
5,5,16
4,5,16
4,6,16
4,6,15
4,5,15
4,5,14
5,5,14
5,5,13
5,5,14
5,5,13
5,5,14
5,5,15
5,4,15
5,4,14
3,4,13
3,4,12
3,3,12
3,3,11
3,3,12
2,3,12
2,2,12
2,2,13
3,2,13
3,2,12
3,2,13
2,2,13
1,2,13
1,2,14
1,2,15
1,1,15
1,0,15
1,6,15
1,6,14
1,5,14
5,3,15
5,4,15
5,4,16
6,4,16
6,5,16
6,5,15
0,5,15
6,5,15
6,5,14
6,5,13
0,5,13
0,5,14
0,5,15
1,5,15
1,4,15
0,4,15
0,4,14
0,4,15
6,4,15
5,4,15
1,5,13
1,4,13
1,4,14
1,5,14
1,5,13
0,5,13
0,4,13
0,5,13
0,5,12
0,5,11
0,5,10
6,5,10
5,5,10
5,5,11
5,5,10
4,5,10
5,5,10
5,5,9
6,5,9
6,4,9
5,0,2
5,0,3
5,0,2
5,0,1
6,0,1
6,6,1
6,5,1
0,5,1
0,6,1
1,6,1
2,6,1
2,6,2
1,6,2
1,6,3
1,0,3
1,1,3
2,1,3
1,1,3
0,1,3
1,1,3
6,2,14
5,2,14
4,2,14
4,2,13
4,2,12
4,3,12
5,3,12
5,2,12
5,2,13
5,2,12
5,3,12
5,2,12
5,1,12
5,0,12
5,6,12
4,6,12
4,6,11
4,0,11
3,0,11
3,1,11
5,6,19
4,6,19
4,6,19
4,6,18
4,6,17
4,0,17
4,0,16
4,0,15
4,1,15
4,0,15
4,6,15
4,5,15
4,6,15
4,6,16
4,6,17
4,6,18
4,6,17
4,6,18
5,6,18
4,6,18
6,0,13
6,0,14
6,1,14
6,2,14
0,2,14
0,2,13
6,2,13
6,3,13
6,4,13
5,4,13
5,5,13
4,5,13
3,5,13
3,6,13
4,6,13
4,6,12
4,5,12
4,5,13
5,5,13
5,4,13
5,2,2
4,2,2
4,2,1
4,3,1
4,4,1
4,3,1
4,3,0
4,3,0
4,3,1
3,3,1
3,3,2
3,4,2
2,4,2
2,5,2
1,5,2
1,5,1
1,6,1
1,6,1
1,6,0
2,6,0
1,0,17
1,1,17
1,1,16
1,1,15
1,1,16
1,1,15
0,1,15
0,1,16
6,1,16
6,2,16
6,2,15
6,2,16
0,2,16
0,2,15
6,2,15
6,2,14
5,2,14
5,2,13
4,2,13
4,2,14
6,0,14
6,6,14
5,6,14
6,6,14
5,6,14
5,6,15
4,6,15
4,0,15
3,0,15
3,6,15
3,0,15
3,6,15
2,6,15
2,6,16
2,6,17
2,5,17
3,5,17
3,5,16
3,5,17
3,4,17
1,6,16
1,5,16
1,5,15
0,5,15
0,4,15
0,4,14
1,4,14
1,3,14
1,2,14
1,3,14
1,2,14
0,2,14
1,2,14
0,2,14
1,2,14
1,3,14
0,3,14
6,3,14
0,3,14
6,3,14
4,3,14
5,3,14
5,3,13
5,3,12
6,3,12
6,4,12
6,5,12
6,6,12
6,0,12
6,0,11
0,0,11
0,0,12
0,0,11
0,0,10
0,0,9
0,0,8
0,0,9
0,0,10
0,6,10
1,6,10
2,4,4
2,4,3
2,4,4
2,4,5
2,4,6
3,4,6
3,4,5
2,4,5
2,5,5
2,5,6
1,5,6
1,5,7
0,5,7
1,5,7
1,4,7
1,4,8
1,3,8
1,2,8
1,2,9
1,1,9
0,4,4
0,3,4
0,3,3
0,3,2
0,4,2
6,4,2
5,4,2
4,4,2
4,4,3
4,3,3
3,3,3
3,3,4
3,3,5
3,4,5
3,4,6
3,4,5
3,4,6
2,4,6
2,4,7
2,4,6
6,5,4
6,4,4
6,4,5
5,4,5
5,3,5
5,4,5
5,4,4
6,4,4
6,3,4
6,2,4
6,1,4
6,0,4
0,0,4
0,0,5
0,0,4
6,0,4
5,0,4
4,0,4
4,0,3
4,0,4
4,4,11
3,4,11
3,5,11
3,5,10
4,5,10
3,5,10
3,4,10
2,4,10
2,3,10
2,4,10
2,5,10
2,5,11
2,6,11
1,6,11
1,6,12
2,6,12
2,0,12
2,6,12
2,0,12
2,1,12
2,3,15
2,3,14
3,3,14
3,3,13
3,2,13
3,2,14
3,3,14
3,2,14
4,2,14
4,3,14
3,3,14
3,2,14
3,2,13
3,2,12
3,1,12
3,0,12
3,1,12
3,1,13
4,1,13
5,1,13
6,6,9
6,6,8
6,6,7
5,6,7
5,5,7
5,6,7
5,6,8
5,6,9
5,5,9
5,5,8
5,6,8
5,5,8
4,5,8
4,6,8
4,6,7
4,5,7
4,5,8
3,5,8
3,5,7
3,5,6
0,3,11
0,3,10
1,3,10
1,3,11
1,3,12
1,3,11
1,3,12
2,3,12
2,2,12
2,3,12
3,3,12
3,3,13
3,3,14
2,3,14
3,3,14
4,3,14
4,2,14
4,1,14
4,1,13
4,2,13
