x,y,z
4,3,4
5,3,4
5,2,4
4,2,4
4,2,5
4,2,4
4,2,5
4,1,5
5,1,5
4,1,5
5,1,5
5,2,5
5,3,5
6,3,5
6,2,5
6,1,5
5,1,5
4,1,5
4,0,5
4,0,4
3,3,11
3,3,10
3,2,10
3,1,10
3,0,10
3,6,10
3,5,10
2,5,10
2,5,9
2,4,9
2,5,9
2,5,8
2,4,8
2,5,8
2,5,7
3,5,7
3,4,7
2,4,7
2,3,7
2,3,8
5,0,2
5,0,3
5,0,4
5,1,4
5,0,4
4,0,4
4,0,3
4,0,2
4,6,2
5,6,2
5,6,3
5,6,2
5,6,3
6,6,3
0,6,3
1,6,3
2,6,3
2,6,4
3,6,4
3,6,3
3,6,10
2,6,10
2,0,10
1,0,10
1,0,9
2,0,9
2,1,9
3,1,9
3,2,9
3,2,10
2,2,10
2,2,9
2,1,9
2,1,10
2,2,10
2,2,9
1,2,9
1,2,8
2,2,8
3,2,8
2,1,14
2,1,13
2,2,13
1,2,13
1,2,14
1,1,14
2,1,14
1,1,14
0,1,14
0,1,13
6,1,13
6,0,13
6,1,13
6,0,13
6,1,13
6,1,12
0,1,12
1,1,12
1,1,11
1,2,11
3,5,15
3,4,15
3,5,15
3,4,15
3,5,15
4,5,15
3,5,15
2,5,15
2,5,16
2,6,16
1,6,16
0,6,16
0,6,15
0,5,15
0,5,14
6,5,14
6,5,13
6,6,13
6,6,12
6,6,11
1,3,4
1,4,4
1,4,3
1,3,3
1,4,3
2,4,3
3,4,3
3,4,4
3,4,3
3,4,2
2,4,2
2,4,3
2,5,3
2,5,4
2,5,5
1,5,5
0,5,5
1,5,5
1,4,5
1,4,6
0,3,7
1,3,7
1,4,7
1,4,8
1,4,9
1,4,8
1,4,7
1,4,8
1,5,8
0,5,8
0,6,8
0,6,9
1,6,9
1,0,9
1,1,9
1,1,10
1,1,9
0,1,9
0,1,8
0,0,8
4,1,0
4,1,1
4,0,1
4,6,1
4,0,1
4,0,2
3,0,2
3,1,2
2,1,2
2,0,2
3,0,2
3,1,2
3,2,2
3,3,2
2,3,2
2,3,2
3,3,2
3,2,2
2,2,2
2,2,3
1,5,13
1,5,12
1,4,12
1,5,12
2,5,12
1,5,12
1,6,12
1,6,13
2,6,13
3,6,13
3,6,12
2,6,12
2,6,11
2,5,11
3,5,11
3,5,10
3,4,10
2,4,10
2,5,10
1,5,10
2,1,14
2,1,15
2,1,14
2,2,14
2,3,14
1,3,14
1,2,14
0,2,14
0,2,15
1,2,15
1,2,14
1,2,15
0,2,15
0,2,16
1,2,16
1,2,15
2,2,15
2,2,16
2,3,16
1,3,16
3,6,11
3,6,12
3,5,12
3,5,13
3,4,13
3,4,12
2,4,12
2,3,12
2,2,12
2,2,13
2,1,13
2,1,12
2,1,11
1,1,11
1,2,11
1,3,11
1,3,12
1,2,12
2,2,12
3,2,12
4,5,15
5,5,15
5,5,16
5,5,17
5,6,17
6,6,17
6,6,16
6,5,16
0,5,16
0,6,16
0,0,16
6,0,16
6,6,16
6,6,15
5,6,15
5,6,14
5,6,13
6,6,13
5,6,13
5,0,13
1,1,1
0,1,1
0,0,1
0,0,1
1,0,1
1,0,0
0,0,0
1,0,0
2,0,0
2,0,1
3,0,1
3,0,2
3,0,3
3,0,4
3,0,5
3,0,6
3,0,6
3,1,6
4,1,6
4,1,7
2,3,16
2,3,17
2,4,17
3,4,17
2,4,17
2,3,17
2,4,17
2,3,17
2,3,18
2,3,17
2,3,18
2,3,17
2,3,18
1,3,18
1,3,17
2,3,17
3,3,17
3,3,16
2,3,16
3,3,16
5,0,16
5,1,16
6,1,16
0,1,16
6,1,16
5,1,16
5,1,17
5,1,16
6,1,16
0,1,16
0,2,16
0,3,16
0,4,16
6,4,16
6,5,16
5,5,16
4,5,16
4,5,17
4,5,16
4,4,16
2,1,7
2,0,7
2,6,7
2,6,8
3,6,8
3,6,7
3,6,8
2,6,8
1,6,8
2,6,8
1,6,8
1,6,7
1,6,6
1,0,6
1,6,6
1,6,7
1,6,8
1,6,7
0,6,7
6,6,7
1,0,13
1,0,14
1,6,14
1,0,14
2,0,14
2,1,14
2,1,15
2,0,15
2,0,16
1,0,16
2,0,16
3,0,16
4,0,16
4,0,17
3,0,17
4,0,17
4,0,16
5,0,16
6,0,16
6,1,16
3,2,5
4,2,5
4,3,5
3,3,5
4,3,5
3,3,5
4,3,5
4,3,4
4,3,5
4,3,4
4,4,4
5,4,4
5,4,5
5,4,4
5,4,5
4,4,5
5,4,5
5,4,6
5,4,7
6,4,7
4,5,17
4,6,17
4,6,18
5,6,18
5,6,17
5,6,16
5,6,17
5,6,16
5,6,17
5,6,18
5,5,18
5,4,18
5,5,18
6,5,18
6,4,18
6,3,18
6,3,17
6,3,16
0,3,16
1,3,16
3,2,12
3,2,13
4,2,13
5,2,13
5,3,13
5,3,14
5,3,13
6,3,13
0,3,13
6,3,13
6,3,14
6,3,15
6,3,14
0,3,14
0,3,15
0,3,16
0,4,16
0,4,15
6,4,15
6,3,15
1,3,13
1,3,14
1,3,15
2,3,15
2,3,14
2,3,13
2,4,13
2,4,14
2,5,14
2,5,13
2,6,13
2,6,12
1,6,12
2,6,12
2,6,11
2,6,10
2,5,10
2,5,11
1,5,11
0,5,11
3,5,7
3,4,7
2,4,7
2,4,6
1,4,6
1,5,6
1,5,5
0,5,5
0,6,5
0,6,6
0,6,5
0,5,5
0,6,5
6,6,5
5,6,5
5,6,6
6,6,6
6,0,6
5,0,6
4,0,6
4,0,8
5,0,8
4,0,8
4,0,9
4,1,9
4,1,8
4,1,7
3,1,7
3,1,6
3,1,7
2,1,7
2,2,7
2,1,7
2,1,8
3,1,8
3,1,7
3,0,7
3,0,8
3,0,9
3,0,8
4,6,0
4,0,0
4,0,1
4,1,1
3,1,1
3,1,0
3,1,1
3,0,1
4,0,1
3,0,1
4,0,1
4,6,1
4,0,1
4,6,1
3,6,1
3,5,1
4,5,1
4,6,1
4,5,1
5,5,1
4,5,10
5,5,10
5,5,9
5,5,8
5,6,8
6,6,8
6,6,9
0,6,9
6,6,9
6,6,10
5,6,10
5,6,9
5,5,9
5,5,8
5,5,7
4,5,7
4,5,6
4,5,5
5,5,5
5,6,5
5,3,14
5,3,15
5,3,16
5,3,17
5,4,17
4,4,17
4,3,17
5,3,17
5,3,16
5,3,17
6,3,17
6,4,17
5,4,17
5,3,17
4,3,17
4,3,16
5,3,16
6,3,16
6,3,17
6,3,16
2,0,10
2,0,9
2,0,8
2,1,8
2,2,8
2,1,8
1,1,8
1,2,8
0,2,8
1,2,8
1,2,7
1,3,7
0,3,7
0,2,7
1,2,7
0,2,7
0,2,8
0,2,7
0,2,6
1,2,6
4,4,14
5,4,14
6,4,14
6,4,15
6,3,15
6,3,16
6,4,16
5,4,16
5,4,15
5,4,14
5,5,14
5,4,14
5,4,15
5,3,15
6,3,15
6,3,16
6,2,16
0,2,16
0,2,17
0,2,18
5,1,15
5,0,15
5,1,15
6,1,15
6,2,15
0,2,15
0,3,15
0,4,15
0,4,14
0,4,15
0,4,14
0,5,14
6,5,14
6,4,14
6,4,13
0,4,13
6,4,13
6,4,12
5,4,12
5,5,12
1,4,9
1,4,8
1,3,8
1,3,7
1,3,8
1,2,8
1,1,8
2,1,8
2,1,9
2,2,9
2,2,8
3,2,8
4,2,8
4,2,9
4,2,8
4,2,7
4,2,6
4,2,5
3,2,5
4,2,5
5,4,3
5,5,3
4,5,3
4,6,3
5,6,3
5,6,2
4,6,2
5,6,2
5,5,2
4,5,2
4,4,2
5,4,2
5,4,3
5,4,4
5,3,4
5,3,3
4,3,3
4,4,3
4,5,3
5,5,3
5,1,14
4,1,14
5,1,14
5,1,13
5,2,13
5,2,12
5,1,12
5,0,12
5,6,12
5,5,12
4,5,12
4,5,13
4,6,13
4,6,12
4,0,12
5,0,12
5,1,12
5,2,12
5,2,13
5,2,14
6,3,15
6,3,14
6,2,14
0,2,14
0,3,14
1,3,14
1,3,13
2,3,13
2,4,13
3,4,13
3,4,14
3,4,13
4,4,13
4,4,14
5,4,14
5,5,14
5,5,15
4,5,15
4,4,15
4,5,15
3,0,9
3,0,10
3,0,9
2,0,9
1,0,9
0,0,9
1,0,9
2,0,9
2,0,10
2,0,9
1,0,9
1,1,9
2,1,9
2,2,9
2,2,10
2,1,10
3,1,10
3,2,10
3,3,10
4,3,10
1,5,11
2,5,11
3,5,11
3,4,11
2,4,11
2,4,12
2,3,12
2,4,12
1,4,12
0,4,12
6,4,12
6,4,11
6,4,12
6,4,13
0,4,13
0,4,12
6,4,12
6,4,11
6,4,12
6,3,12
