Re,Rx2,Ry2,Rz2
5.385164807134504,9.0,16,4
4.123105625617661,1,16.0,0
7.681145747868608,25.0,9,25
5.385164807134504,16.0,4.0,9
8.06225774829855,25.0,36.0,4
4.123105625617661,16.0,1,0
3.0,4,1.0,4
1.0,0,1,0
6.4031242374328485,1.0,36.0,4
4.123105625617661,4,9,4
5.916079783099616,25.0,1,9
2.23606797749979,0.0,4.0,1
6.4031242374328485,36.0,1.0,4
6.708203932499369,25,4,16
6.4031242374328485,4,36.0,1
3.3166247903554,1.0,1.0,9
6.4031242374328485,16,16,9
3.0,9,0,0
6.4031242374328485,0,16,25
4.123105625617661,1,0,16
6.708203932499369,25.0,4,16
5.385164807134504,16,9.0,4
6.082762530298219,36.0,1,0
6.082762530298219,1.0,36.0,0
8.54400374531753,64.0,9.0,0
6.708203932499369,36.0,9.0,0
6.4031242374328485,1,36.0,4
5.196152422706632,1,25.0,1
5.385164807134504,4.0,0,25
7.54983443527075,4.0,49.0,4
6.4031242374328485,0,25.0,16
8.660254037844387,49.0,25.0,1
6.4031242374328485,9.0,16.0,16
5.196152422706632,1.0,25,1
6.708203932499369,25.0,4,16
2.23606797749979,4,0.0,1
