Re,Rx2,Ry2,Rz2
3.3166247903554,1.0,1.0,9
5.830951894845301,25.0,0,9
5.916079783099616,9.0,1,25
4.358898943540674,1.0,9.0,9
4.123105625617661,16.0,0,1
1.0,0.0,0,1
3.3166247903554,9.0,1.0,1
4.58257569495584,1,16.0,4
8.06225774829855,1.0,64.0,0
6.708203932499369,0,36.0,9
5.385164807134504,4,9,16
4.123105625617661,16,1,0
4.58257569495584,4,16.0,1
1.7320508075688772,1,1,1
3.605551275463989,4.0,0,9
5.0,9.0,16,0
1.0,0.0,0,1
5.744562646538029,25.0,4,4
6.4031242374328485,36,4.0,1
3.0,9,0.0,0
7.280109889280518,1,36.0,16
4.123105625617661,4,9.0,4
5.0,0,9,16
7.14142842854285,25.0,1,25
4.58257569495584,4,1,16
3.0,9.0,0,0
3.0,4.0,1,4
3.3166247903554,1.0,1,9
3.3166247903554,9.0,1,1
2.23606797749979,4,1.0,0
1.7320508075688772,1,1,1
3.3166247903554,1.0,9,1
5.744562646538029,1,16.0,16
4.123105625617661,4,4.0,9
3.605551275463989,4.0,0,9
4.58257569495584,1,16,4
