c,x,y,z
0,4.19984,5.51146,13.95
1,4.3236,1.69549,9.4
2,3.22206,4.44239,8.05
3,3.51571,0.74669,3.1
4,2.36129,0.27997,2.55
5,3.85219,6.39303,13.2
6,3.5811,6.41024,5.0
7,4.48579,0.26717,4.75
8,0.70634,1.77596,3.8
9,6.89965,2.64958,8.25
10,5.74525,0.70763,16.85
11,5.59165,0.18648,16.6
12,0.05361,5.35042,16.3
13,0.5,5.54613,5.55
14,3.65048,4.91929,2.4
15,1.11275,5.52075,11.65
16,1.07225,1.59794,5.6
17,6.53299,5.31202,8.25
18,1.76926,5.90926,17.0
19,2.5,2.44987,14.95
20,2.63777,0.38449,13.05
21,5.20747,6.75124,16.8
22,6.34373,1.56445,5.3
23,5.97723,6.64343,5.75
24,0.17267,6.23074,5.4
25,5.13187,3.44987,1.75
26,5.52229,0.73675,3.85
27,1.83718,5.61543,9.4
28,0.82851,2.30131,9.65
29,4.41931,0.62022,14.85
30,4.17437,4.03475,11.85
31,2.69439,5.31647,2.4
32,1.51273,6.45387,5.3
33,5.22409,6.26325,15.2
34,0.06841,2.99653,16.85
35,6.9844,6.39303,9.25
