c,Rg,Rgx,Rgy,Rgz
0,3.1137544826302546,1.5136114909711804,2.182320876956458,1.6253992809460702
1,1.7958842282006937,0.7923624120943649,1.0057083697076403,1.2593302363161145
2,3.2151139253531906,1.40187287526366,1.7399896328714148,2.3117409180312576
3,2.734554691023751,0.4583751131987861,1.214941057376859,2.4065742957365766
4,2.548000116267658,2.051137504532546,0.7669757860584647,1.3026464115791359
5,2.293378147209919,1.4737283045392051,0.5896397484057532,1.65530455735493
6,2.654417449724139,0.3572296136940497,2.1018324120633407,1.5813347248764253
7,1.7454908810131322,0.6984088318456462,1.2918809505523334,0.9434018915075377
8,2.094129071308643,0.6225293339273259,1.4660060409493543,1.3596543985881118
9,1.93201430452779,1.3909756253795393,0.8412780715078696,1.0440868205757603
10,1.9100080997210458,0.9420370744296639,1.308791665048338,1.023602202469299
11,2.197069876471843,1.699846406708559,0.7263855419816668,1.1874351687987013
12,3.3427098919738754,0.671876121394413,1.4469780153478489,2.937438769149069
13,1.639054489789769,0.8366600265340756,1.2027051111556815,0.7348469473978918
14,2.308959507029086,2.0039640026956573,0.7923624120943648,0.8292069035530275
15,2.772208590456353,1.2986696725495672,0.8609817234413285,2.2928820341439287
16,2.4201679748728187,2.0692313927881534,1.0237149974968618,0.7262933798404058
17,2.64413433187499,2.159747045581959,0.9997151106690347,1.152175664384559
18,2.0358787918979853,1.2106011810666633,1.2133486655121026,1.0986501952851055
19,2.3152335517610316,1.9960200981954066,0.9740172731527916,0.653835237961369
20,1.6239104833087321,0.8301891109861657,0.9488564996352187,1.0234953057537683
21,1.8994003070443053,1.3221431989009365,0.9011637817844212,1.0235051179158805
22,2.2786519463489814,0.6984088318456461,1.229666530446365,1.786728860263918
23,2.1986297000177184,0.6245029704493008,1.5308743128029818,1.44927307161211
24,2.2997406374850184,0.9734033016175772,1.3605911847796162,1.5780002027883266
25,2.2634841115413202,0.7788197727330757,1.9311356840988674,0.8874204496178797
26,2.0241766337451876,1.8356870637720362,0.6225293339273259,0.583096284416219
27,2.5655469677439156,0.6783124238874,2.0277797663701054,1.417756226718825
28,1.8141703058698762,1.3051393038675987,1.0138146044026,0.748334981208282
29,2.97365461859645,1.1342529228086653,1.6620879522155256,2.1894190409558423
30,2.358302756857143,1.335170347521244,1.4726926617933562,1.2688925722849829
31,2.525498553988895,2.0539102341631197,1.2296665304463645,0.8046837391795612
32,1.5992516019688707,0.9170764016154817,0.7788197727330758,1.0535731211453714
33,2.1106307831546474,1.7211914478058505,0.458375113198786,1.132322638826938
34,2.3253469856131153,1.1267390505791481,1.0259529291834009,1.756450483930589
35,2.0563213220700702,1.0658385100942827,1.2579345809699327,1.228839387389581
