c,x,y,z
0,2.37055,5.28465,11.85494
1,0.05893,1.94689,5.45204
2,4.90174,3.1585,9.46484
3,5.62875,6.77623,13.17796
4,1.13587,7.48109,1.12687
5,3.47944,1.74721,2.28361
6,7.2155,2.62023,5.88674
7,0.44098,3.90844,18.45812
8,4.15273,6.82173,12.79125
9,1.21038,0.93893,11.64048
10,1.85314,3.8415,7.68273
11,3.21083,2.71772,15.18326
12,3.24165,0.8415,11.60248
13,1.37099,4.28962,7.0909
14,3.1585,6.03678,12.3217
15,1.58885,6.2616,7.09999
16,5.66246,0.38616,8.6604
17,4.53961,4.59156,10.1207
18,5.40174,4.36462,8.68066
19,5.76658,1.07606,11.6395
20,6.92234,1.28113,17.49058
21,2.97757,0.21043,19.888
22,1.94939,6.35561,9.37391
23,7.14672,5.24621,5.98628
24,5.26193,5.16639,10.37133
25,3.01818,1.44987,10.77712
26,1.82385,1.29412,6.05515
27,3.05705,2.30754,7.24422
28,2.60266,5.37885,11.95767
29,3.89399,3.41163,14.68196
30,5.32406,1.57012,11.226
31,7.18537,3.51457,8.64459
32,6.13301,5.52044,17.80151
33,4.2062,4.41906,2.59981
34,1.87792,2.29749,0.42254
35,5.66166,4.40015,16.95081
