c,Rg,Rgx,Rgy,Rgz
0,1.785504850539477,1.3824283331876557,0.7933592580918181,0.8046741964919716
1,2.6109494968306066,1.611684591506663,1.338473940725033,1.5582097299465176
2,2.3295970397045065,1.0227481375685805,1.6593179977328036,1.2758026481004023
3,2.067614363124807,0.6718761213944129,1.6661638454845908,1.0234791996420838
4,2.7065377641924746,1.0287124100058287,1.4158054578225072,2.0646046478926663
5,1.9469729260315871,0.600005250060364,1.0680207032169369,1.5132841940957422
6,1.596377108455267,0.9096798735819102,0.8431396221267269,1.0049965062625839
7,2.3362000130339866,1.9815808917124729,0.9714056092076058,0.7665108041639073
8,2.763172554673342,0.9809374514208337,1.5434246327242547,2.0714064512789374
9,2.015347615971002,0.5,1.4496120541717359,1.3077656156972475
10,2.587041721561522,1.1534672177829766,2.1265664635980697,0.916522406981957
11,1.5395858249217544,0.9696533958585406,0.8602535208297609,0.8306989130244484
12,1.9622490120777232,1.3635518944653335,0.583748973789248,1.2846729358478757
13,3.2352045502409887,0.6245029704493007,1.2202638767496148,2.9304437535806755
14,2.1065021033457336,1.3383992726014164,0.947874774482368,1.3219576053716695
15,2.1075490462145834,0.6245029704493006,1.6642952659008556,1.1322015235813807
16,2.3335378325838216,0.8310072945528216,1.9255646970434412,1.0232430258741076
17,2.0654135045554436,1.6479775193855042,1.0247453539294533,0.7071067811865476
18,2.3983249995569826,0.7000257995959863,1.1639394146174449,1.9766567032492013
19,1.9506139087220722,1.2608863390488456,1.21965366498035,0.8529391528122038
20,1.626930090446421,0.8046997773082828,1.3264083873377759,0.48989853806681244
21,2.5889907977047733,1.8317114489187427,1.2991169216433136,1.288410548854673
22,2.0795010134645278,1.0207462086630543,1.6499544849782977,0.7483661136101767
23,2.220671540705649,1.4379369238252429,1.2946589135366888,1.089760428901692
24,1.8156224837779467,0.9170764016154817,1.401946967470596,0.7000004125713069
25,1.893384031278388,0.8128886300717949,1.2233354882860221,1.1948077033983335
26,2.3340449534874,0.7399442360070115,2.0279910028400026,0.8874124547807518
27,2.380854704974665,1.6519909516701354,1.499797329274859,0.8306641878039522
28,2.2213122875228506,1.0630197609169831,1.8011696262429033,0.748334981208282
29,1.9032532602100016,1.6575200217191948,0.5722762357463396,0.7399326051067083
30,1.7686865049804614,0.8082119130525114,0.8046997773082829,1.3518519611629076
31,2.692191148599965,1.8842828187137939,0.9211395095749613,1.6878606114250074
32,2.209822476919809,1.3319259126918432,1.5327388688553574,0.8717799622037661
33,1.809706853940715,0.7334866163741504,1.090839515419202,1.243826930243915
34,2.2812724299609637,1.0153640451089452,1.4187920198535091,1.4697853448718285
35,2.209496654104731,1.2691001461271683,0.9539576948691175,1.536627801388482
