c,x,y,z
0,0.15124,6.37828,17.60124
1,0.9945,3.28843,6.01035
2,1.82785,4.05311,9.56694
3,2.69575,1.47858,4.90405
4,3.17165,1.78457,0.38697
5,2.92394,1.47227,10.24672
6,4.70112,1.95015,7.34928
7,3.78247,5.99082,4.09697
8,4.02701,3.45588,11.99512
9,3.29749,5.50642,12.06991
10,3.47754,3.88491,16.1685
11,4.61628,1.40174,16.50962
12,2.46413,2.703,17.28881
13,5.01639,0.73885,10.14777
14,1.67019,0.40635,15.05039
15,5.65326,4.82796,18.96518
16,4.22429,2.41083,2.84892
17,7.23799,3.75489,5.91179
18,2.33708,4.14254,2.85391
19,0.76834,5.86747,1.36537
20,3.69337,6.78957,17.36153
21,5.40942,3.5,13.50474
22,6.32174,3.07283,16.69266
23,4.91539,5.94737,8.0459
24,7.02053,5.11493,17.08806
25,0.24406,5.33545,8.94985
26,5.92394,4.41906,14.1906
27,4.07212,5.7267,0.55201
28,2.96805,0.21402,11.7436
29,2.98075,6.64433,7.55147
30,5.62452,2.86825,12.09978
31,3.95671,3.85746,5.55051
32,6.33107,1.19343,3.34315
33,5.30124,3.86747,1.15902
34,3.57741,1.92396,14.84567
35,6.14499,0.14805,5.09887
