c,x,y,z
0,5.86993,4.57741,18.29771
1,3.23807,3.36804,3.70326
2,2.26094,2.3503,14.54667
3,5.29482,0.8415,11.05435
4,1.73496,4.39399,1.24912
5,1.82917,0.10964,6.07287
6,1.15593,5.23342,9.50976
7,5.35338,6.07277,14.5
8,5.27193,7.36961,6.45264
9,6.10278,0.85448,3.777
10,3.94326,1.57805,9.24422
11,5.89205,3.69337,11.6956
12,4.73807,2.86611,8.74974
13,1.74749,6.25695,11.55735
14,1.30907,1.63034,15.24792
15,1.5434,7.40027,2.40073
16,5.76544,4.79136,2.70037
17,2.33161,0.098,6.95186
18,2.07865,5.8116,5.06192
19,0.69107,4.95614,13.5963
20,0.04757,0.18939,17.69172
21,3.92138,4.64146,17.94662
22,2.5,3.65545,13.81621
23,3.87164,3.16721,12.0
24,2.77742,1.07606,14.56419
25,3.17514,0.45896,3.45581
26,0.69858,0.79976,0.60846
27,3.65589,2.37021,0.78805
28,7.03949,5.24909,6.79029
29,5.34026,7.09226,1.36471
30,4.53374,0.82669,14.55485
31,1.26321,3.84582,4.80586
32,1.55208,1.65227,18.83768
33,5.35674,2.72785,18.53744
34,3.57259,2.67804,19.30151
35,4.91142,3.06795,5.90218
