c,x,y,z
0,4.56165,5.69608,18.80983
1,1.10492,5.42409,3.19705
2,4.4332,4.32938,12.25026
3,5.89399,5.64369,9.15182
4,0.61268,4.3254,18.40734
5,2.0,0.90609,6.71604
6,2.66166,2.266,11.56225
7,6.57591,0.4168,13.81128
8,4.86221,0.88261,5.80684
9,2.24798,2.62462,4.40734
10,3.93793,2.26976,9.49497
11,6.49142,5.03379,12.60795
12,4.44039,5.62875,11.24155
13,2.5758,7.04864,10.35756
14,2.3116,2.83025,15.03391
15,6.29807,4.6208,1.63029
16,5.03003,2.19178,2.14943
17,1.67713,2.73666,7.85282
18,5.71866,6.9235,4.53798
19,1.48809,4.28539,14.10457
20,2.93201,7.25,16.23537
21,5.79337,6.86473,16.32381
22,7.14698,2.22258,11.60076
23,0.6884,5.45181,10.34761
24,4.14385,3.56584,17.24672
25,7.27925,1.09906,2.65364
26,3.25505,0.33375,1.38128
27,3.261,1.34571,1.36442
28,6.98813,5.02107,6.69849
29,5.90468,1.16493,19.99079
30,5.46334,4.00812,15.3072
31,1.92405,4.29789,5.5
32,1.04769,7.16365,16.75707
33,4.49136,2.20873,18.85223
34,2.37212,4.29837,20.27978
35,4.14254,3.26903,5.54188
