c,x,y,z
0,3.55958,2.44582,14.14609
1,1.96997,0.7739,2.55051
2,3.7809,6.9124,12.71249
3,2.81067,2.39276,6.76639
4,4.74606,5.25005,16.14439
5,1.87515,0.17792,9.34928
6,3.70224,3.91915,9.8625
7,1.39144,0.72614,13.32652
8,3.22775,5.86442,5.43048
9,3.78962,5.46002,19.45994
10,4.85532,6.46503,13.60173
11,4.49807,2.90625,10.35526
12,6.38863,5.19624,18.96769
13,3.266,3.85615,10.93413
14,6.66586,0.35973,13.29963
15,6.13654,5.20285,0.45274
16,1.65589,6.55196,1.70326
17,2.9149,4.85494,4.90495
18,5.93186,2.62682,7.50607
19,1.76603,2.07219,17.23671
20,0.83688,5.10601,19.24181
21,6.17435,4.33708,12.58859
22,1.473,1.99355,18.46169
23,2.7244,5.38474,12.44236
24,5.64351,0.65244,9.74852
25,1.69661,5.1988,5.34784
26,1.95675,4.15418,1.05039
27,2.91255,0.56321,4.36369
28,5.67821,0.56702,6.49803
29,5.24346,4.56209,3.70894
30,0.98182,3.30966,13.69266
31,4.47703,3.01925,5.73715
32,6.81061,5.40146,16.71014
33,5.16884,2.52907,0.12681
34,4.33834,1.05398,16.0017
35,3.85362,4.88243,7.44399
