c,x,y,z
0,1.36765,6.48884,17.5
1,4.17705,5.05654,4.75208
2,5.49948,4.35761,6.59981
3,5.72807,6.35099,3.94961
4,6.90461,6.31043,20.17088
5,2.81746,1.46072,3.44426
6,1.33834,6.7394,8.84646
7,2.45143,2.40209,11.65579
8,4.65877,0.63414,8.9581
9,3.8568,2.60482,7.97829
10,4.5,1.6497,8.25596
11,7.41147,2.86747,15.04364
12,1.40538,5.39374,11.44779
13,1.46653,6.74847,11.23414
14,5.98818,0.17827,17.69752
15,2.65677,3.53765,1.57237
16,4.73854,3.91037,17.20568
17,0.4757,7.19246,8.89571
18,2.04259,0.60143,5.44925
19,1.10601,5.66343,12.90985
20,3.74228,0.73928,15.14777
21,3.78836,1.24937,0.12253
22,4.85752,2.78723,12.89432
23,2.63703,3.80846,7.66377
24,2.66839,4.91522,16.24912
25,0.90563,3.33059,0.34039
26,6.67153,2.37021,0.61293
27,6.90887,4.69658,2.0451
28,4.05077,5.39374,8.70229
29,1.52671,4.92195,19.32019
30,4.60284,5.39583,12.54188
31,3.3274,2.47946,7.94651
32,5.10899,2.84582,12.24912
33,2.38964,2.17062,16.31247
34,3.93376,5.21683,2.55003
35,4.8116,5.2454,0.65595
