c,x,y,z
0,2.78113,2.25317,13.50498
1,1.46291,4.29702,6.09883
2,6.57633,2.80222,5.75573
3,6.65788,4.81739,9.74367
4,5.18205,2.17228,20.41294
5,4.46068,5.96484,4.46219
6,0.82315,6.44879,5.74494
7,1.71953,2.83708,0.79868
8,2.86462,6.67836,17.95388
9,7.48746,5.26075,13.38375
10,3.73854,2.59758,9.45668
11,5.95916,4.13839,16.39482
12,2.94831,2.4566,13.4019
13,4.5,3.68085,4.10365
14,2.37977,6.26067,12.55221
15,3.85026,5.92342,7.44426
16,7.42639,0.95271,9.74612
17,5.66166,5.44792,14.82426
18,7.4824,4.58449,2.40727
19,6.02662,0.63056,11.11923
20,6.88305,1.30111,19.24305
21,4.83687,4.70021,19.7567
22,2.23793,0.17059,11.99526
23,1.67976,6.68856,0.80105
24,3.08799,5.75677,8.8494
25,1.30612,3.80288,15.3943
26,1.18546,2.3723,2.70132
27,3.477,2.53363,2.35048
28,2.0,0.2739,14.57887
29,3.05221,4.36736,15.5513
30,3.94689,2.44042,12.93044
31,0.90019,2.88195,8.09697
32,0.15975,1.05939,17.70229
33,5.32052,4.50098,19.04463
34,3.44792,1.44354,2.05312
35,3.65545,6.46254,18.89458
