c,x,y,z
0,2.78962,4.5,10.5559
1,7.06912,0.96275,7.15151
2,4.90313,2.70251,9.2871
3,6.23258,6.64246,13.6765
4,0.37847,0.66893,6.55162
5,5.28465,7.15184,3.13467
6,6.41682,2.84924,6.77898
7,3.44371,4.83687,17.7982
8,4.58794,6.3116,11.82624
9,0.45605,6.67716,12.12034
10,1.29749,2.36149,8.86459
11,2.76649,2.5,12.59851
12,3.03188,0.39813,10.88711
13,1.93685,3.54833,9.31716
14,2.63264,7.21385,10.72542
15,0.60195,6.14552,6.36059
16,5.36063,7.45687,8.12701
17,4.26146,4.739,9.56548
18,5.13721,4.1173,7.55635
19,5.28962,0.57379,11.84051
20,1.12174,6.47856,17.60076
21,7.17236,4.53796,4.96539
22,0.86229,5.21038,9.64189
23,0.2066,3.15996,6.41982
24,5.44106,5.69104,10.73433
25,3.6884,1.10601,10.82305
26,0.60978,0.91372,9.75857
27,2.6497,1.60601,7.83872
28,3.26146,5.63937,11.65862
29,3.35249,3.03765,10.86604
30,5.38964,1.79749,10.28832
31,5.88345,5.01818,10.50891
32,3.21176,4.13253,14.27387
33,2.49342,4.6497,0.40578
34,1.73643,2.04084,5.22181
35,5.13253,4.01925,18.90589
