c,x,y,z
0,3.5,1.05025,12.4984
1,4.32975,4.67569,3.15354
2,1.21838,4.31915,6.15374
3,0.88708,5.78905,9.49801
4,5.02867,1.2166,17.60076
5,5.70251,0.47323,5.71967
6,6.86152,0.92575,7.81128
7,6.22023,2.44513,4.05184
8,3.66445,2.5,19.49567
9,2.14254,0.15124,10.79233
10,5.46867,3.58535,11.28295
11,3.94748,2.32645,15.05285
12,4.79973,3.1884,8.55051
13,1.82042,2.28871,6.24427
14,4.95741,7.17068,14.61049
15,2.12585,0.10009,6.44949
16,1.34979,0.60807,13.99752
17,0.85616,3.60199,12.00488
18,5.96125,5.94061,4.29771
19,7.05968,7.20823,9.45219
20,5.47493,2.86804,15.73463
21,4.89894,5.39079,2.0024
22,2.38964,4.94689,10.44753
23,1.63112,6.46286,19.64546
24,4.55208,5.72978,9.79522
25,4.11551,4.16884,17.04966
26,1.60482,6.54104,1.85057
27,3.84582,1.74868,0.78068
28,1.39491,1.00833,16.19163
29,6.64245,2.33708,0.56122
30,4.11509,7.37585,13.80076
31,4.59826,3.5,6.70037
32,6.86938,4.70104,15.69157
33,7.33657,2.52947,19.80315
34,3.90001,4.35405,4.76708
35,3.54558,4.98157,19.65153
