c,Rg,Rgx,Rgy,Rgz
0,1.88451978859337,1.1820547946690119,1.2506637271465102,0.7681155756785563
1,2.805148344989976,1.9864994966020006,1.1285410337688213,1.6275970393497279
2,1.8786769967719303,1.3543007873068669,0.49750343928459434,1.2032401936438126
3,2.0546970047673696,1.5371176150509758,1.0578434744327723,0.8602420604109056
4,2.7054906372597194,1.5636923362669521,1.6019440017990643,1.5193160569479947
5,1.98004465477423,0.6637568256522867,1.7007330633876674,0.7664925038120074
6,2.501375380725572,1.7224323656968359,1.6919234682750872,0.653835237961369
7,1.8273611449847564,1.2638509804957228,1.1410172095108821,0.6633318783987393
8,2.4941703889069005,2.019341362944859,1.0455250233256017,1.0247066967674212
9,2.2050936317081873,1.1661930801115226,1.4678335111312868,1.1609894091248205
10,2.288722003586281,1.3736915416497257,0.9696533958585407,1.55273701894429
11,1.733094518599606,1.3090152934171548,0.538519291762143,1.0000462711294913
12,2.262533065614732,1.602879177261967,1.0438912778637437,1.2083564110393916
13,2.2424339293499824,1.9591785605452101,0.8732836437836221,0.6538386443917185
14,1.9205659610385684,1.198726672807442,1.4156722157688901,0.4974938714195382
15,2.4300376173220033,1.3250349533502879,1.713882656893406,1.1008957409309927
16,2.1233388705997918,0.9940628773372436,1.8146365445730446,0.47697082342633923
17,2.5568321525473663,1.3619242784017032,1.8821301528055914,1.067772917852855
18,1.420016149943373,0.9281028641266009,0.792184102087387,0.7263024770025227
19,2.014232556930803,1.5895255127238443,0.6540681928514793,1.0501124877364327
20,2.0484763075759505,0.9953426329159221,1.333384897507093,1.1948359472747712
21,2.571281432282355,1.5203505307658494,1.8973665961010275,0.8366734533854889
22,2.2904959533035636,0.8214083196559431,1.8739280159333762,1.0295891780705544
23,2.0925080833774574,0.8652732817439817,1.5107532614229233,1.1608259171813837
24,2.975187128467721,1.1802770780202416,1.4033000053089149,2.342954025071769
25,1.8178393792081855,0.9809374514208337,1.0930698525254459,1.0712142747835283
26,1.7196548395535656,0.6637568256522867,0.9521298669824406,1.2688925722849824
27,2.0607215300714454,1.3248401014462086,1.0577655174943073,1.171539175657391
28,2.233284872760302,1.0743443593652826,1.4303162448913176,1.3369895137958263
29,2.0374775759011436,0.6696607816648665,1.6599298626448047,0.9733972266757289
30,2.657941560926425,1.509385712930926,1.9355640166370112,1.019803926448609
31,2.125622717181956,1.82844634159715,0.7921841020873873,0.7399326051067083
32,1.805911662374436,1.0078183590806427,1.2720346555420572,0.7921785925534721
33,1.8453021700794694,1.4052592421329242,0.6540681928514793,1.001289848345622
34,2.62013647327768,1.6286308077953089,1.3730105904908383,1.525620774930651
35,2.1179664018817674,1.765864264347631,1.0136586222688582,0.583096284416219
