c,Rg,Rgx,Rgy,Rgz
0,1.7290424543949177,1.0578929284667706,0.7485693534336013,1.1445935016852056
1,2.274359668478141,1.5090996605923677,0.9734033016175772,1.3956418338527976
2,2.054575651174714,0.8301891109861658,0.5722762357463396,1.7901304579275779
3,3.4116479652801233,0.7667756804307241,1.929336827098887,2.70722298721402
4,1.9396184830012317,0.9121591223026828,1.244239707451904,1.1755650324843792
5,2.07596642793182,0.813976243449402,1.1830381323101975,1.4991664559014117
6,2.261013094588353,1.6044677809479377,1.3748939715119852,0.8046924386994077
7,2.1940824957371134,0.8310072945528216,1.5695266542496182,1.2884141244568843
8,2.793185007370618,0.9096798735819102,2.079904989200228,1.6273783361283873
9,2.049587371423819,1.2307645136662009,1.0104588562133543,1.2903487919551055
10,2.230249689003453,1.7878652361126102,0.8660275321258556,1.0136803669796512
11,2.1089939940644684,1.0680207032169367,1.6177536154804286,0.8306989130244483
12,1.87759284833001,0.6984088318456461,0.8646270430653901,1.5132746228295775
13,1.495947119987869,0.8651126567678915,1.0207462086630543,0.6689656601052104
14,2.4168505283322763,1.5369059099697684,1.0138146044026,1.565652147860437
15,3.0805848248830934,2.150263446557189,2.0751782404410464,0.7483349812082822
16,2.9167907335803163,1.978728658128749,1.6748462332106788,1.3368586971329468
17,1.796591343906566,0.6718761213944129,1.0138079700318006,1.3223147637381956
18,2.7746409780906793,1.4115195392200564,0.8214083196559431,2.243108004555287
19,2.28756055161388,1.8826380598511228,1.1229880854221028,0.6538386443917182
20,2.737932627476432,1.6981445029502054,2.018061845335766,0.7348514871047074
21,2.10334637825062,1.579933532905736,1.2991826049097175,0.48989853806681233
22,1.9845955360475847,1.3038404810405297,1.1794419534678255,0.9206172495125212
23,1.651468847571761,0.8307994391548421,1.1563397625265681,0.8366600265340756
24,2.1211454201209308,1.1170998567719899,1.709925576859999,0.5722764409793575
25,2.1735937793663287,1.1626626080252171,1.6225674100018155,0.8602328624273781
26,2.245020218906725,0.9225430149320951,1.6080108830477482,1.266227139536979
27,2.351764016732972,0.8124866521980532,2.1143933953737184,0.6324555320336759
28,2.252340462763123,1.5333578632856715,1.503944640237798,0.6782342828256325
29,2.6812170108553315,1.043891277863744,1.989740205755515,1.4629250059042673
30,1.8273307813857897,1.4014648349494898,0.5361975233997263,1.0428452986421333
31,2.1199844442117968,1.5444917715546433,0.9281028641266011,1.1169173133674666
32,2.355891757827596,1.6648669837557593,1.1622729683254276,1.1948077033983335
33,2.5399276588517243,0.7514068948312892,1.6471129676194043,1.7814710389169959
34,2.2143549049102313,0.6540681928514793,1.2496129911296536,1.7070529623886894
35,1.9328580344660597,1.249299928800126,0.7399442360070114,1.2758026481004028
