c,x,y,z
0,5.39558,1.85129,9.60518
1,2.40646,2.12208,0.75639
2,4.33834,4.31344,4.20229
3,2.23667,5.10244,6.83826
4,3.01818,6.29853,18.58261
5,0.4163,7.3239,1.95604
6,0.65481,2.10796,9.05039
7,6.70724,4.26057,4.08406
8,7.45501,4.35015,13.04545
9,2.93591,5.41529,5.29771
10,0.99309,6.61816,9.15228
11,6.49927,4.54826,13.32911
12,4.70015,2.58678,9.85587
13,5.23902,7.13642,7.90689
14,7.21184,1.61509,16.12602
15,5.61475,7.1619,3.44236
16,0.9194,5.27086,17.35878
17,3.35357,0.90782,12.33877
18,0.62954,1.60247,5.36008
19,1.38429,4.60016,13.48029
20,3.89399,1.40884,17.46935
21,6.08392,2.94801,5.15894
22,7.4997,4.02107,10.69849
23,5.48644,3.86747,19.92332
24,6.71413,0.49318,12.91102
25,2.64751,2.7203,14.84476
26,1.20373,1.66292,0.06051
27,5.38491,4.79016,5.60124
28,5.17565,6.77134,16.29771
29,7.15754,5.53923,1.01967
30,3.29749,2.69695,11.2821
31,4.9522,7.31765,8.50962
32,4.15418,3.96091,16.29771
33,3.3243,3.49902,16.85865
34,3.29749,0.35812,3.93174
35,4.38143,5.18519,0.58503
