c,Rg,Rgx,Rgy,Rgz
0,4.137295036627192,0.3001186991841728,0.8024012218958791,4.04762785660935
1,4.294048198390419,0.3273210388899559,1.057765517494307,4.148836340180219
2,4.629336685768275,0.656255145579827,0.4331643240157248,4.562067075624821
3,4.41903759406955,0.4001681646508128,1.0259211533543893,4.279631349181843
4,3.6859232483192055,0.0,0.9165862842089663,3.5701400219179082
5,4.262980174666544,0.5683308627903292,0.4472135954999579,4.201190307520001
6,4.688867879819179,0.4770453332755703,0.9540512273457856,4.565927726103426
7,3.6708042231233198,0.0,1.1938828198780649,3.471231403536791
8,4.386204418970918,0.0,0.9837663861405308,4.2744581998775
9,3.7371822952727367,1.181857209818513,1.0812382806763732,3.3764876460754305
10,5.029400715651915,0.30011869918417283,0.7145409872778468,4.969329079714886
11,3.9683801836769623,0.768590021337774,0.45837511319878593,3.866161263695554
12,3.9409825719609572,0.8879988729722577,0.8759305352024211,3.73838833343996
13,4.168462890011137,0.7669757860584648,0.4974965214953769,4.0669802335516705
14,4.890327443597208,0.7694083181250383,0.0,4.829421636759416
15,4.445332550001181,0.47704533327557036,0.538519291762143,4.38673069637287
16,3.1702774957722553,0.9403063480057972,1.0402331143065962,2.8433076583444152
17,4.805532982146726,0.9120917730689169,0.0,4.718181412366422
18,4.682447997543592,0.4472135954999579,0.4899348120923844,4.635222015135844
19,3.315052182409803,0.49750343928459434,0.6225293339273259,3.2178437700422933
20,3.245881736647224,1.158702830280482,1.1504086651707732,2.8053013924532246
21,3.2337958543327985,0.8812365303935147,0.7958237443680604,3.00790996755222
22,4.410518550080025,0.4583751131987861,0.6245029704493006,4.341953728000795
23,4.463525849975555,1.0057083697076403,0.3572296136940497,4.334051302372872
24,5.144556941749212,0.21800047339398143,0.7949699748418172,5.078086712493201
25,4.443674560968658,0.3572296136940497,0.35722961369404976,4.414863260623141
26,4.297779730163006,0.5,0.6504352113008642,4.218749180136216
27,3.4009593077689124,1.14420885370635,0.8977707436199958,3.0742995956965546
28,3.8927253977772436,0.7400073519229386,0.433164324015725,3.7971132205927174
29,4.035434385503002,0.671876121394413,0.4331643240157248,3.955462277104915
30,4.125672876295454,0.8307994391548421,0.6225293339273259,3.992919508642768
31,4.5598369736318425,0.6404174888305285,0.3840718975660679,4.498273829326089
32,3.8113358953784164,0.5896397484057532,0.9210103717657038,3.651074659548884
33,1.8492090596252226,1.0878683505369573,0.9423370286686182,1.161084631928267
34,2.64372169815584,0.4583751131987861,1.0400606871235925,2.386929081476867
35,3.846366868162734,0.9307079684304845,0.458375113198786,3.7038106076850092
