c,x,y,z
0,1.89446,3.93721,9.3507
1,0.17496,1.77525,8.55003
2,4.8415,1.66308,13.91278
3,4.14107,7.40276,15.37164
4,3.59479,2.94133,18.26164
5,1.5959,0.89491,5.09505
6,3.29749,0.88998,16.99279
7,1.70251,1.33161,10.05135
8,6.07051,3.23894,0.07197
9,6.80236,2.54862,7.3044
10,2.63991,3.97314,20.09605
11,4.75654,2.12775,6.89432
12,0.86346,5.36009,8.70326
13,3.58874,1.10596,4.70229
14,5.72739,2.22048,14.44973
15,3.27193,4.95516,8.07274
16,1.05438,2.54482,14.29771
17,3.25115,2.19178,18.39827
18,2.65545,5.28027,1.39512
19,5.76658,6.23599,18.30057
20,4.40174,3.34804,17.6878
21,6.37878,0.79078,1.15248
22,2.99782,4.21038,0.37126
23,5.08184,7.01888,17.29206
24,4.90562,3.62436,0.02187
25,0.45555,1.70556,13.24792
26,6.19588,3.33161,15.85057
27,3.96053,4.73854,5.39304
28,5.55013,3.60601,4.34977
29,1.48063,0.57379,18.49023
30,2.65068,2.58585,14.75214
31,2.55208,4.54508,12.29771
32,4.90313,3.18645,6.44973
33,7.23618,4.8242,0.6003
34,6.42621,1.23894,7.00253
35,4.66839,6.99808,11.25148
