Re,Rx2,Ry2,Rz2
7.158910531638177,42.25,0,9
3.774917217635375,12.25,1,1
2.692582403567252,0,6.25,1
4.031128874149275,12.25,0,4
3.774917217635375,12.25,1,1
4.847679857416329,12.25,2.25,9
2.9154759474226504,6.25,2.25,0
3.3166247903554,1,9,1
3.0,4,4.0,1
6.103277807866851,1,20.25,16
3.605551275463989,9.0,0,4
2.9154759474226504,2.25,6.25,0
3.5,9,2.25,1
4.58257569495584,16,1,4
6.96419413859206,12.25,20.25,16
6.34428877022476,30.25,1,9
1.7320508075688772,1,1.0,1.0
6.87386354243376,1,42.25,4
3.0,4,1,4
2.23606797749979,1.0,4,0
6.4031242374328485,9,16,16.0
5.049752469181039,1,12.25,12.25
4.58257569495584,4,1,16
3.3541019662496847,1,4,6.25
3.0,4.0,4,1
2.692582403567252,0.0,1,6.25
3.774917217635375,1.0,12.25,1
2.5,2.25,0,4
6.020797289396148,2.25,25,9
3.3166247903554,9.0,1,1.0
6.082762530298219,36.0,0,1
3.0,1,4,4
3.3166247903554,1.0,1,9
6.4031242374328485,36,4.0,1
3.2015621187164243,2.25,4,4
3.5,9,2.25,1
