c,x,y,z
0,6.09031,2.07849,18.90023
1,6.17993,2.11109,2.04733
2,3.75749,1.62779,10.35197
3,2.03475,1.44155,12.65249
4,6.58704,4.4809,1.22791
5,0.4853,1.06922,9.2976
6,0.04119,2.55638,16.79005
7,5.37221,6.38115,11.90319
8,5.05215,5.84396,19.9229
9,6.78799,3.70906,11.08566
10,5.59368,4.10697,8.3987
11,3.89303,0.77287,15.79095
12,4.8123,3.03911,4.10802
13,1.82777,2.18663,14.88851
14,1.30519,4.76926,5.10384
15,4.40986,1.0811,9.39818
16,6.35838,5.15762,14.47623
17,2.94771,1.28921,6.24908
18,3.35151,6.96821,0.81179
19,1.46881,4.72383,10.53781
20,1.76297,2.72985,19.75218
21,3.84015,3.20671,14.96322
22,6.53858,5.45198,7.01265
23,5.77193,1.21585,14.14765
24,1.62779,4.27617,17.8506
25,4.5964,1.16085,6.80065
26,3.61214,1.7478,0.8559
27,0.84527,3.17116,2.56132
28,3.64096,6.00944,15.74718
29,1.13878,5.51662,15.09106
30,0.3241,1.90718,6.71767
31,1.43659,5.29483,4.84937
32,1.25638,5.74726,2.12731
33,1.38814,5.56658,12.44972
34,2.84238,0.29823,4.87544
35,6.52207,0.41635,17.23458
