Re,Rx2,Ry2,Rz2
3.0,4,1,4.0
3.5,12.25,0.0,0.0
3.905124837953327,0.0,6.25,9
2.23606797749979,0,4.0,1
1.0,0.0,1.0,0
3.5,0,0,12.25
5.049752469181039,12.25,12.25,1.0
2.0615528128088303,1.0,2.25,1
3.3541019662496847,1.0,6.25,4
4.123105625617661,4,4.0,9
3.3166247903554,1,1,9
3.3166247903554,1,1,9
2.23606797749979,1,4,0
6.708203932499369,25,4,16
3.3166247903554,1,1.0,9
1.0,1,0.0,0
4.272001872658765,2.25,16,0
3.605551275463989,4,0,9
1.0,0,0,1.0
3.0,1,4,4
4.58257569495584,4,16,1
5.049752469181039,12.25,12.25,1
2.23606797749979,4.0,0,1
5.024937810560445,20.25,1.0,4
2.23606797749979,0.0,4.0,1
3.605551275463989,0.0,9,4
5.0,16.0,9,0
5.678908345800274,1.0,30.25,1
6.18465843842649,12.25,1.0,25
8.74642784226795,30.25,42.25,4
2.23606797749979,1,0.0,4
3.605551275463989,0,4,9.0
4.8218253804964775,16,6.25,1
3.605551275463989,4.0,0,9
5.024937810560445,20.25,1,4
4.5,12.25,4,4
