Re,Rx2,Ry2,Rz2
1.0,0,1.0,0
6.576473218982953,1,42.25,0
6.103277807866851,1,20.25,16
6.18465843842649,2.25,0.0,36
4.123105625617661,4,9.0,4
3.9370039370059056,12.25,2.25,1
5.385164807134504,4,25,0.0
3.774917217635375,1,12.25,1
1.0,0,0,1
4.301162633521313,12.25,6.25,0
1.7320508075688772,1.0,1,1
4.5,4,12.25,4
3.774917217635375,12.25,1,1
5.315072906367325,0,12.25,16
7.433034373659253,42.25,9.0,4
4.272001872658765,2.25,0,16
1.7320508075688772,1,1,1
3.605551275463989,9,4,0
3.905124837953327,0.0,6.25,9
3.0,1.0,4,4
2.23606797749979,0,1,4
2.692582403567252,1,6.25,0
3.3541019662496847,1,6.25,4
4.6097722286464435,20.25,0.0,1
2.5,4,2.25,0
5.678908345800274,30.25,1,1
3.605551275463989,4,0,9
6.800735254367722,12.25,9,25
2.23606797749979,1,4,0
6.18465843842649,1,12.25,25
2.23606797749979,0,1,4
4.716990566028302,12.25,1,9
4.743416490252569,2.25,20.25,0.0
4.123105625617661,0,1,16
6.576473218982953,1,42.25,0
4.58257569495584,4,1,16
