Re,Rx2,Ry2,Rz2
4.6097722286464435,0,1,20.25
3.2015621187164243,4,2.25,4
5.244044240850758,6.25,20.25,1
3.0,4,1,4
6.103277807866851,20.25,1,16
5.049752469181039,12.25,1,12.25
3.774917217635375,12.25,1.0,1
1.7320508075688772,1,1.0,1
3.0,4,4,1
6.041522986797286,6.25,0,30.25
3.3166247903554,1,9,1.0
3.0,4,4,1
1.7320508075688772,1,1,1
7.158910531638177,42.25,0,9
3.0,4,1,4
8.396427811873332,12.25,42.25,16
2.23606797749979,4,0.0,1
5.408326913195984,0.0,20.25,9.0
5.678908345800274,30.25,1,1.0
4.716990566028302,1.0,12.25,9
1.7320508075688772,1,1.0,1.0
4.716990566028302,12.25,1,9
3.3166247903554,9,1,1
1.0,0.0,0,1
8.139410298049853,56.25,9,1
4.6097722286464435,1,0,20.25
2.692582403567252,6.25,1.0,0
3.3166247903554,1.0,1.0,9
1.0,1.0,0,0
4.123105625617661,9,4,4.0
4.716990566028302,12.25,9,1
5.5,0,30.25,0
5.5901699437494745,9,6.25,16
2.23606797749979,1,4,0
7.088723439378913,30.25,16,4
2.345207879911715,2.25,2.25,1
