Re,Rx2,Ry2,Rz2
3.3166247903554,9,1,1
5.196152422706632,9.0,9,9
4.8218253804964775,6.25,1,16
4.743416490252569,12.25,4,6.25
6.59545297913646,12.25,30.25,1
4.123105625617661,1,16,0
7.713624310270756,56.25,1,2.25
5.70087712549569,0,12.25,20.25
3.605551275463989,4,9,0.0
1.0,1,0,0
3.774917217635375,1.0,12.25,1
5.0,25,0,0
4.387482193696061,9,4,6.25
3.0,4,4,1
6.708203932499369,0,9,36
4.123105625617661,0.0,1,16
9.695359714832659,81.0,4,9
5.916079783099616,1,9,25
6.041522986797286,20.25,4,12.25
7.0,9,4,36
2.23606797749979,1.0,0,4
1.0,1,0.0,0
2.692582403567252,0,6.25,1
5.408326913195984,9,20.25,0
6.041522986797286,20.25,12.25,4
5.196152422706632,25,1,1
3.605551275463989,4,0.0,9
2.23606797749979,1,4,0
3.0,1.0,4,4
4.5,4.0,4.0,12.25
3.774917217635375,1.0,12.25,1
2.23606797749979,0,4,1
3.3541019662496847,6.25,4,1
1.0,0,1,0.0
3.3166247903554,1.0,1,9
7.106335201775948,20.25,30.25,0
