x,y,z
4,6,6
4,6,5
4,6,4
4,6,3
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,15
4,5,16
4,5,15
4,5,14
0,2,5
0,2,4
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,1,14
1,2,14
1,2,15
1,2,16
1,2,15
0,2,4
0,2,3
0,2,2
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,15
1,2,16
1,2,15
1,2,14
0,2,4
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
6,2,8
0,2,8
0,1,8
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,15
1,2,14
0,2,5
0,2,4
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,1,14
1,2,14
1,2,13
1,2,14
1,2,13
0,2,6
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,1,13
1,2,13
1,2,14
1,2,15
1,2,16
1,2,15
1,2,14
0,2,4
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
0,2,10
0,3,10
6,3,10
5,3,10
5,4,10
4,4,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,13
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
6,2,8
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,1,13
1,2,13
1,2,14
1,2,15
1,2,16
1,2,15
4,6,6
4,6,5
4,6,4
4,6,3
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,15
4,5,14
4,5,13
4,5,12
4,6,6
4,6,5
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,6,11
4,6,12
4,6,13
4,6,14
4,0,14
4,6,14
4,5,14
5,5,14
4,5,14
4,5,13
4,5,12
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
2,2,14
1,2,14
1,1,14
1,2,14
1,2,15
1,2,16
1,2,15
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
1,2,9
1,2,10
1,3,10
1,4,10
2,4,10
3,4,10
4,4,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,13
4,6,6
4,6,5
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
3,6,10
2,6,10
3,6,10
4,6,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,15
4,5,14
0,2,5
0,2,4
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,3,14
1,4,14
1,3,14
1,2,14
1,2,13
4,6,5
4,6,6
4,6,5
4,6,4
4,6,3
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,5,10
4,5,11
4,5,12
4,5,13
4,4,13
4,5,13
4,5,14
4,5,13
0,2,6
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,3,10
1,4,10
1,3,10
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,13
1,2,14
0,2,7
0,2,6
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
6,2,8
0,2,8
0,1,8
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,13
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
6,2,8
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,3,13
1,4,13
1,3,13
1,2,13
1,2,14
1,2,13
4,6,5
4,6,6
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,5,10
4,4,10
4,3,10
4,4,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,15
4,5,14
4,5,13
4,6,5
4,6,4
4,6,3
4,6,4
4,6,5
4,6,6
4,6,7
4,6,8
4,6,9
4,6,10
4,0,10
4,6,10
4,5,10
4,5,11
4,5,12
4,5,13
4,5,14
4,5,15
4,5,14
4,5,13
0,2,4
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,1,7
0,0,7
0,1,7
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,15
1,2,14
0,2,4
0,2,3
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
1,2,8
1,2,9
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,3,14
1,2,14
1,2,15
1,2,16
1,2,15
1,2,14
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
0,2,9
1,2,9
1,2,10
1,2,11
1,2,12
1,3,12
1,4,12
1,3,12
1,2,12
1,2,13
1,2,14
1,2,13
1,2,14
1,2,13
0,2,5
0,2,4
0,2,5
0,2,6
0,2,7
0,2,8
