Re,Rx2,Ry2,Rz2
5.024937810560445,4,1,20.25
1.0,0,1,0
5.315072906367325,0,12.25,16
4.123105625617661,4,9,4
5.5,0.0,30.25,0
6.041522986797286,20.25,12.25,4
3.2015621187164243,4,2.25,4
2.692582403567252,1,6.25,0
5.873670062235365,12.25,6.25,16
2.23606797749979,0.0,1,4
5.744562646538029,16.0,1,16
7.968688725254614,42.25,20.25,1
4.387482193696061,6.25,9.0,4
4.6097722286464435,1.0,20.25,0
4.716990566028302,1,12.25,9
6.082762530298219,36,0,1
4.58257569495584,1,4,16
6.59545297913646,30.25,12.25,1
3.0,1,4.0,4
6.34428877022476,30.25,9,1
3.0,1.0,4.0,4
1.7320508075688772,1,1,1
3.0,4,1,4
6.726812023536855,0.0,20.25,25
1.7320508075688772,1,1.0,1
5.196152422706632,1,1,25
3.605551275463989,9,4,0
2.692582403567252,1,6.25,0.0
4.5,12.25,4,4
5.744562646538029,4.0,25.0,4
4.716990566028302,4,16,2.25
1.7320508075688772,1,1,1
3.3541019662496847,4,6.25,1
4.358898943540674,9,9.0,1
5.408326913195984,0.0,20.25,9
5.766281297335398,20.25,4,9
