Re,Rx2,Ry2,Rz2
2.692582403567252,0.0,6.25,1
4.716990566028302,12.25,1.0,9
3.2015621187164243,4,2.25,4
3.605551275463989,0,4,9.0
6.103277807866851,16,20.25,1
4.123105625617661,4,4,9
3.0,1,4,4
4.123105625617661,16.0,1,0
4.358898943540674,9,9,1
5.024937810560445,1,20.25,4.0
1.7320508075688772,1,1,1
2.23606797749979,1,4,0
4.58257569495584,4.0,1.0,16
7.632168761236874,1,56.25,1
4.123105625617661,16,1,0
2.23606797749979,0,1,4.0
1.0,0,0,1
3.0,4,1,4
5.678908345800274,1,30.25,1
4.716990566028302,1,12.25,9
3.5355339059327378,4,6.25,2.25
2.692582403567252,6.25,1,0
4.123105625617661,1,16.0,0
4.58257569495584,4.0,1.0,16
4.123105625617661,16,0,1
4.123105625617661,1,0,16
2.23606797749979,0,4,1
7.22841614740048,1,2.25,49
4.123105625617661,0,1,16
2.0615528128088303,2.25,1,1
2.23606797749979,1,0,4
3.3541019662496847,4,6.25,1
5.024937810560445,20.25,4,1
2.23606797749979,1,4,0
2.692582403567252,1,6.25,0
4.123105625617661,16.0,0,1
