Re,Rx2,Ry2,Rz2
4.716990566028302,12.25,9,1
2.23606797749979,0.0,1,4
7.433034373659253,9,42.25,4
7.968688725254614,20.25,42.25,1
2.23606797749979,1,4,0
2.23606797749979,0,4.0,1
3.774917217635375,12.25,1,1
3.5,12.25,0,0
4.5,12.25,4,4
1.0,1,0,0
4.636809247747852,6.25,6.25,9
3.774917217635375,12.25,1,1
3.3166247903554,1,1,9
5.937171043518958,6.25,25,4
4.847679857416329,12.25,9.0,2.25
2.692582403567252,1.0,6.25,0
3.9370039370059056,12.25,1,2.25
4.5,12.25,4,4
6.87386354243376,42.25,1.0,4
3.0,0,9,0.0
4.6097722286464435,0,1,20.25
2.692582403567252,0.0,6.25,1
5.385164807134504,4,9,16
3.0,0.0,0.0,9
7.697402159170326,42.25,1,16
2.0615528128088303,1,2.25,1
1.0,0,0,1
7.035623639735144,42.25,1,6.25
5.408326913195984,9,20.25,0
3.0,4,1,4
5.196152422706632,9,9,9
3.3541019662496847,6.25,1,4
4.716990566028302,1.0,9,12.25
3.0,4,4,1
2.5,2.25,4.0,0
4.123105625617661,0,16,1
