c,x,y,z
0,4.38964,2.39767,9.26722
1,6.32607,6.18095,5.5965
2,2.89756,5.77742,12.20037
3,1.23166,1.44987,12.79628
4,2.58689,3.41387,5.5
5,1.61036,4.43431,10.55027
6,3.6497,2.05939,1.44997
7,1.22089,0.98114,3.35172
8,1.05308,6.39805,17.24792
9,6.83407,0.95374,20.19992
10,7.448,1.95475,14.29576
11,4.90174,1.84265,2.55003
12,5.80142,1.95948,18.95173
13,7.48182,4.53541,16.15084
14,4.08148,3.73854,4.55509
15,0.73822,3.97028,18.79868
16,1.60601,1.09613,1.22909
17,3.19978,6.33148,4.2455
18,5.7417,3.62682,12.81209
19,2.6497,2.21405,12.60431
20,4.2329,4.78962,10.5824
21,5.08184,3.3243,10.95388
22,4.92694,0.86346,12.23452
23,5.35619,3.1884,12.04612
24,4.10154,3.82381,19.12177
25,0.61698,3.54833,4.51015
26,6.19914,5.8116,1.85057
27,4.715,4.05311,10.34064
28,1.40844,4.47837,17.93728
29,6.70448,3.90844,16.15394
30,3.4041,1.6497,3.5
31,4.73854,2.44792,13.10658
32,3.85615,0.67826,5.09887
33,3.52408,7.2974,5.39972
34,4.19878,6.60221,2.7497
35,2.69991,1.60199,13.7497
