Re,Rx2,Ry2,Rz2
1.0,0,1,0.0
4.743416490252569,6.25,12.25,4
4.123105625617661,0,16,1
3.0,9,0,0
4.58257569495584,16,4,1
7.22841614740048,12.25,4,36
3.3166247903554,1.0,1,9
4.6097722286464435,1.0,0,20.25
5.244044240850758,20.25,1,6.25
1.7320508075688772,1.0,1,1
5.0,16,0.0,9
3.3541019662496847,6.25,1,4
7.762087348130012,0,56.25,4.0
3.5355339059327378,6.25,2.25,4
3.0,4,4,1
4.123105625617661,1,0,16
3.0,4,4,1
6.284902544988268,12.25,25,2.25
5.744562646538029,25,4,4
4.5,4,12.25,4
3.774917217635375,12.25,1,1
3.605551275463989,0.0,4.0,9
4.031128874149275,4.0,12.25,0
6.363961030678928,6.25,30.25,4
7.88986691902975,1.0,12.25,49
6.082762530298219,1,0,36
6.708203932499369,9,0,36
6.726812023536855,20.25,9,16
2.23606797749979,1,4,0
6.557438524302,9,9.0,25
3.5,12.25,0,0.0
2.23606797749979,0,4,1
3.0,4,1,4
7.035623639735144,12.25,12.25,25
4.123105625617661,4.0,9,4
3.0,1,4,4
