c,x,y,z
0,4.05309,5.03504,15.66166
1,4.82777,0.25638,18.79609
2,2.4476,5.43975,12.7421
3,3.47527,5.55488,2.34347
4,5.12626,2.84698,8.79725
5,3.73675,4.65334,1.8849
6,6.94639,5.7907,16.0
7,0.47631,6.54805,9.98227
8,0.13559,4.21818,15.05913
9,5.76479,5.12767,7.3992
10,2.31337,0.02088,0.97432
11,0.75509,5.31337,8.36731
12,3.65682,3.0,0.84761
13,3.39303,2.94785,15.40486
14,4.88217,1.63309,4.24782
15,6.80855,2.02812,14.40274
16,5.5,0.37706,17.0
17,4.55071,3.20819,12.85235
18,4.50594,1.47113,0.08438
19,2.34435,6.28981,14.2976
20,5.12324,0.89857,13.42887
21,0.11783,2.06319,7.99744
22,0.35151,5.98288,19.92529
23,2.4213,1.02285,18.33902
24,1.09078,1.6934,14.93248
25,3.9457,6.0,6.44972
26,6.67989,3.11133,5.95361
27,0.17223,0.22713,2.75221
28,2.73961,2.79626,9.55079
29,5.98978,0.16746,4.03721
30,6.08594,4.57214,5.69538
31,2.52021,2.27957,1.12805
32,4.26568,6.32462,9.40725
33,2.12579,4.5949,4.50498
34,4.4603,5.82455,12.50737
35,0.77209,3.0,10.40367
