c,x,y,z
0,5.5,6.9124,0.31985
1,3.05267,1.62585,15.10076
2,4.02072,6.79156,19.05039
3,1.5,5.71038,9.81128
4,4.60482,7.09023,8.47511
5,6.20058,6.75775,7.09887
6,5.0736,5.5,12.70229
7,5.45167,3.86178,8.09981
8,6.14687,2.8116,11.08314
9,0.14805,1.81576,14.38722
10,6.20301,7.39919,15.10267
11,2.11026,2.49907,2.15414
12,4.54665,6.88611,10.39876
13,5.44987,0.57461,13.20851
14,3.80022,6.55922,3.75088
15,7.25,4.88915,4.55601
16,2.01245,1.04142,8.29771
17,4.05891,6.38014,19.32892
18,4.81768,0.61982,6.69417
19,5.55646,0.66257,8.29106
20,6.97522,2.19753,14.26
21,6.64246,5.97828,11.25266
22,2.74721,5.2217,13.89013
23,5.261,2.5,17.94059
24,3.6757,3.45335,7.79522
25,5.45958,3.21038,3.14609
26,4.23342,6.74229,14.89733
27,2.05939,4.82666,6.1485
28,2.14597,0.28177,12.6493
29,5.03765,1.40996,13.90689
30,7.36323,4.12585,8.46691
31,6.04451,3.16292,3.20568
32,0.28618,5.42076,7.24912
33,4.48115,5.21416,12.05039
34,2.72547,0.25771,8.0166
35,0.57305,2.43251,15.2503
