Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
4.123105625617661,4,9.0,4
6.041522986797286,0,6.25,30.25
6.103277807866851,1.0,20.25,16
3.0,4,4,1
5.766281297335398,20.25,4,9
3.0,0,9.0,0
5.916079783099616,9.0,1.0,25
5.315072906367325,16,12.25,0
5.024937810560445,20.25,4,1
6.34428877022476,30.25,1.0,9
5.024937810560445,1,4.0,20.25
1.7320508075688772,1.0,1,1
2.23606797749979,0,4,1
2.23606797749979,0,4,1
5.5901699437494745,16,6.25,9
7.088723439378913,4,30.25,16
3.5,1,2.25,9
8.215838362577491,2.25,56.25,9
1.7320508075688772,1,1,1
5.049752469181039,12.25,12.25,1
6.726812023536855,9,20.25,16
5.408326913195984,0.0,20.25,9
3.0,1,4,4
3.905124837953327,6.25,0,9
4.6097722286464435,1.0,0,20.25
3.2015621187164243,2.25,4,4
2.23606797749979,1,4,0
4.6097722286464435,20.25,0,1
4.123105625617661,4,4,9
4.123105625617661,9,4.0,4
2.23606797749979,1,0.0,4
2.23606797749979,4,1,0
3.3541019662496847,1,6.25,4.0
4.6097722286464435,0,20.25,1
4.031128874149275,12.25,0,4
