Re,Rx2,Ry2,Rz2
3.0,0,9,0
8.139410298049853,1,56.25,9
5.787918451395113,30.25,2.25,1
4.031128874149275,0,12.25,4
3.3166247903554,1.0,1,9
6.103277807866851,20.25,1,16
2.23606797749979,0,1,4
4.6097722286464435,0,20.25,1
3.0,4,1.0,4
3.5,0,0,12.25
3.0,1,4,4
4.123105625617661,0,16,1
3.3541019662496847,1.0,6.25,4
8.54400374531753,9,0,64
4.123105625617661,1,0,16
4.123105625617661,1.0,16,0.0
4.301162633521313,12.25,6.25,0
6.18465843842649,25,1.0,12.25
4.123105625617661,9,4,4
5.024937810560445,20.25,4,1
4.358898943540674,9.0,1,9
3.0,1,4,4
7.035623639735144,42.25,6.25,1
1.0,1,0,0
1.7320508075688772,1,1.0,1
5.196152422706632,1.0,1,25
2.692582403567252,1,0,6.25
4.58257569495584,1,4,16
5.678908345800274,12.25,4,16
5.0,0.0,16,9
5.766281297335398,9,4,20.25
1.0,0,1,0
1.0,0,1.0,0
5.852349955359813,30.25,4,0
3.3166247903554,1,9,1
3.3541019662496847,6.25,4,1
