Re,Rx2,Ry2,Rz2
2.23606797749979,4,1.0,0
3.0,4.0,1,4
8.789197915623474,72.25,4,1
3.3166247903554,1,9.0,1
6.576473218982953,1,0.0,42.25
4.5,4,12.25,4
3.3541019662496847,1.0,6.25,4
4.8218253804964775,6.25,1.0,16.0
6.442049363362563,20.25,20.25,1
3.5,2.25,1,9
2.23606797749979,1,0,4
3.774917217635375,1,12.25,1
3.905124837953327,0,6.25,9
8.0156097709407,25,30.25,9
5.916079783099616,9,25,1
3.5,2.25,1,9
4.58257569495584,4,1,16
5.024937810560445,1,20.25,4
3.3541019662496847,6.25,4,1
3.605551275463989,9,0,4
8.440971508067067,42.25,4,25
3.3541019662496847,6.25,4,1
4.6097722286464435,0.0,1,20.25
4.301162633521313,12.25,6.25,0
5.744562646538029,1,16,16
6.363961030678928,4,6.25,30.25
3.3541019662496847,6.25,1,4
5.766281297335398,20.25,4,9
5.408326913195984,0,20.25,9
3.5,0,12.25,0
3.3541019662496847,4,6.25,1
5.024937810560445,20.25,1,4
6.576473218982953,42.25,1,0
4.716990566028302,9,1,12.25
3.0,9,0,0
4.031128874149275,12.25,4,0
