Re,Rx2,Ry2,Rz2
3.605551275463989,9.0,4.0,0.0
4.8218253804964775,1,6.25,16
5.766281297335398,4,20.25,9
4.123105625617661,0,1.0,16
3.0,0,0.0,9
3.605551275463989,4,9,0
6.34428877022476,1,9,30.25
9.669539802906858,2.25,1,90.25
7.3824115301167,4,30.25,20.25
4.123105625617661,1,16,0
4.58257569495584,1,16.0,4
6.4031242374328485,9,16,16
4.031128874149275,12.25,4,0
3.3541019662496847,1,6.25,4
1.0,0,1.0,0
1.0,0.0,0,1
5.024937810560445,20.25,1,4
2.692582403567252,1,6.25,0
3.605551275463989,0,9,4
3.605551275463989,4,0.0,9
4.123105625617661,9,4,4.0
9.137833441248533,2.25,56.25,25
4.123105625617661,4,9,4.0
5.958187643906492,20.25,6.25,9
3.2015621187164243,4.0,2.25,4
2.692582403567252,6.25,1.0,0
2.23606797749979,4,0.0,1
2.23606797749979,0,1.0,4
3.0,9,0,0
1.0,1,0.0,0.0
3.0,1,4.0,4
4.123105625617661,1,0,16
4.031128874149275,12.25,4,0
3.3166247903554,1,1,9
3.0,1,4,4.0
5.408326913195984,9,20.25,0
