c,x,y,z
0,4.38786,5.95313,19.7024
1,6.87465,4.18663,19.27477
2,3.88674,2.0,5.24774
3,0.44108,4.0543,6.29861
4,1.15094,6.84527,4.4583
5,1.56973,4.42295,2.56019
6,4.71746,3.12579,13.43899
7,1.29294,5.23503,9.40725
8,5.65478,2.29718,0.10182
9,6.66533,1.27077,16.24782
10,3.51912,5.05448,7.65075
11,5.5,6.60697,10.75085
12,1.27997,3.29302,8.23493
13,5.78402,5.00264,12.90845
14,4.72955,4.46715,10.19538
15,6.87811,3.47042,14.40799
16,2.65627,6.27955,11.14735
17,6.37587,2.67787,4.29652
18,1.34351,5.80776,18.51002
19,5.39303,4.91977,17.8992
20,2.14166,1.47951,19.55054
21,4.18663,1.46715,12.55573
22,0.26325,1.5,7.54946
23,1.61214,1.55488,16.15216
24,4.38217,6.96912,16.63786
25,5.86278,1.65627,11.80827
26,5.29967,3.67503,1.65151
27,1.76761,1.54749,1.34925
28,2.18663,5.77037,16.11085
29,3.71201,4.3651,15.58907
30,2.87421,0.11857,8.4675
31,3.40603,6.67106,2.77894
32,5.60697,0.52049,6.86115
33,2.65064,5.92665,5.05589
34,5.87405,5.12579,3.07314
35,1.0,6.27385,13.55105
