x,y,z
0,1,19
0,1,18
1,1,18
1,1,17
1,1,18
1,1,17
0,1,17
0,0,17
0,0,18
0,6,18
0,5,18
0,5,19
0,6,19
0,6,0
6,6,0
6,6,19
6,6,0
6,0,0
6,0,19
5,0,19
0,5,14
6,5,14
6,4,14
6,4,15
6,3,15
6,4,15
6,3,15
6,2,15
5,2,15
6,2,15
0,2,15
6,2,15
6,1,15
0,1,15
0,1,14
6,1,14
6,1,15
0,1,15
0,1,14
0,1,15
1,5,19
1,4,19
1,5,19
1,5,0
1,4,0
1,4,19
0,4,19
0,5,19
0,4,19
1,4,19
1,3,19
0,3,19
0,4,19
1,4,19
1,4,18
1,4,17
0,4,17
0,4,18
0,4,17
0,4,16
3,0,5
2,0,5
1,0,5
1,0,4
0,0,4
0,6,4
1,6,4
1,0,4
1,1,4
1,1,3
2,1,3
2,1,4
2,2,4
2,2,3
2,2,4
2,2,5
2,2,4
3,2,4
2,2,4
2,3,4
4,4,14
4,5,14
5,5,14
5,5,15
5,4,15
5,4,16
6,4,16
6,3,16
5,3,16
6,3,16
6,4,16
6,3,16
6,3,15
6,4,15
6,4,14
6,4,15
0,4,15
0,3,15
0,3,16
0,3,17
6,1,3
6,2,3
6,2,2
0,2,2
0,2,3
0,3,3
6,3,3
0,3,3
0,3,4
1,3,4
2,3,4
2,4,4
2,3,4
2,3,3
2,4,3
1,4,3
2,4,3
1,4,3
1,3,3
1,2,3
0,5,7
0,4,7
6,4,7
6,3,7
6,3,8
6,3,7
0,3,7
0,4,7
0,3,7
6,3,7
6,3,8
6,4,8
6,4,9
5,4,9
5,4,10
6,4,10
6,4,11
6,5,11
5,5,11
5,5,12
3,2,1
3,2,0
2,2,0
2,1,0
2,2,0
2,1,0
2,0,0
2,0,19
2,0,0
2,1,0
2,2,0
2,1,0
3,1,0
4,1,0
4,1,1
3,1,1
3,2,1
3,2,0
3,2,1
3,1,1
3,6,17
4,6,17
4,6,16
5,6,16
5,0,16
5,6,16
5,6,15
5,0,15
5,0,16
5,6,16
5,6,17
5,5,17
5,4,17
6,4,17
0,4,17
0,4,16
0,4,17
0,4,18
0,4,17
0,4,18
2,5,5
2,5,6
2,5,5
3,5,5
3,5,4
4,5,4
4,5,5
5,5,5
5,5,4
5,4,4
5,4,3
6,4,3
6,3,3
6,3,2
6,3,1
6,2,1
6,2,2
6,3,2
6,3,3
6,3,4
5,5,12
4,5,12
5,5,12
4,5,12
4,6,12
4,0,12
4,1,12
4,1,13
4,2,13
5,2,13
5,2,14
5,3,14
5,3,13
5,4,13
5,3,13
4,3,13
3,3,13
3,4,13
2,4,13
2,5,13
4,2,8
4,1,8
5,1,8
5,1,7
4,1,7
4,1,6
4,2,6
4,2,7
4,2,6
3,2,6
3,2,5
4,2,5
4,3,5
4,2,5
4,2,6
5,2,6
5,2,5
5,2,4
5,1,4
5,2,4
2,3,12
2,3,11
2,2,11
2,2,12
2,1,12
2,1,11
2,2,11
2,2,12
2,3,12
2,3,11
2,2,11
2,2,10
2,3,10
2,3,11
2,3,10
2,4,10
2,4,9
2,4,8
2,3,8
2,3,9
0,3,9
0,3,8
0,3,9
0,4,9
0,5,9
0,5,8
0,6,8
6,6,8
6,5,8
6,6,8
0,6,8
