Re,Rx2,Ry2,Rz2
6.726812023536855,20.25,9,16
4.58257569495584,4.0,1,16
8.440971508067067,4,42.25,25
2.23606797749979,4,1.0,0
2.692582403567252,0,1,6.25
5.5901699437494745,9,6.25,16
2.23606797749979,0.0,1,4
7.176350047203662,30.25,12.25,9
3.0,4,4,1
6.5,2.25,4,36
4.387482193696061,4,6.25,9
5.766281297335398,20.25,4,9
4.123105625617661,4,9,4
4.358898943540674,1,9,9
4.716990566028302,9,12.25,1
9.1104335791443,1,1,81
1.7320508075688772,1,1,1
4.743416490252569,20.25,2.25,0
4.716990566028302,12.25,1,9
3.0,4,4,1
4.58257569495584,1,16.0,4
8.154753215150045,30.25,20.25,16
7.5,0,0.0,56.25
4.358898943540674,1.0,9,9
3.3541019662496847,6.25,4,1
3.3541019662496847,6.25,4,1
1.0,0,0.0,1
5.70087712549569,12.25,20.25,0
5.024937810560445,20.25,4,1
3.5,0.0,0,12.25
2.692582403567252,6.25,0,1
5.916079783099616,1,25,9
5.196152422706632,9,9.0,9
3.774917217635375,12.25,1.0,1
5.852349955359813,30.25,4.0,0
2.23606797749979,0.0,4,1.0
