Re,Rx2,Ry2,Rz2
1.7320508075688772,1,1,1
6.800735254367722,9,12.25,25
5.5,30.25,0,0
3.3541019662496847,4,6.25,1
2.23606797749979,4,1,0
5.0,0,0,25
2.23606797749979,0.0,1.0,4
3.774917217635375,12.25,1,1
5.5,30.25,0,0
4.358898943540674,1,9,9
1.0,1.0,0,0
3.5,2.25,1,9
5.385164807134504,4,0,25
5.024937810560445,4,20.25,1
4.031128874149275,0.0,12.25,4
3.774917217635375,12.25,1,1
3.0,1,4,4
5.678908345800274,1,1,30.25
6.34428877022476,30.25,9.0,1.0
3.2015621187164243,2.25,4,4
2.23606797749979,4,0.0,1
4.123105625617661,16,0,1
5.678908345800274,30.25,1,1
2.23606797749979,0,1,4
1.0,1,0.0,0
2.23606797749979,0,4,1
4.743416490252569,20.25,2.25,0
4.031128874149275,4,12.25,0
8.06225774829855,0,16,49
4.123105625617661,4,9,4
1.0,0.0,0,1
4.123105625617661,4,4.0,9
2.23606797749979,0,1,4
3.2015621187164243,2.25,4,4
2.23606797749979,1,4,0
8.916277250063503,72.25,1,6.25
