c,x,y,z
0,3.06788,2.31729,17.67224
1,1.31721,5.4553,0.04915
2,6.84015,2.57724,6.02275
3,5.79967,4.49314,5.67576
4,3.94639,5.0,5.5813
5,2.0,1.81337,4.2976
6,1.31181,6.34741,7.94959
7,5.0,3.0,11.97668
8,4.04393,2.37666,18.13618
9,0.96306,2.84351,0.39377
10,0.31274,6.77977,12.7629
11,2.52207,5.51765,11.60029
12,0.17497,4.95881,2.9931
13,0.84527,1.97512,11.64947
14,2.73675,2.79626,10.72159
15,5.52595,6.06349,15.10377
16,5.53285,6.35874,12.45875
17,3.42427,5.91919,2.17852
18,2.17419,3.10697,2.05503
19,5.87022,2.88482,19.0
20,4.45704,3.09078,2.84272
21,4.87022,0.82267,11.40549
22,1.88963,4.70146,7.27353
23,3.73045,2.64687,15.10818
24,1.38217,5.25989,16.09313
25,1.71262,1.16152,10.22168
26,0.59794,0.7347,1.96904
27,5.18796,6.90969,17.86191
28,2.78793,1.18663,15.89714
29,6.6622,3.89191,17.24782
30,3.9623,1.85922,9.2554
31,2.3413,6.78615,4.90845
32,5.80016,2.30614,7.46433
33,5.20522,4.0293,6.35346
34,5.90922,0.34607,1.89714
35,1.21019,6.24251,15.0896
