x,y,z
4,2,7
4,2,8
4,3,8
4,3,9
4,4,9
5,4,9
5,4,10
5,4,11
6,4,11
6,4,12
5,4,12
4,4,12
4,3,12
3,3,12
3,2,12
3,2,11
3,2,12
3,2,13
3,1,13
3,1,14
5,0,3
4,0,3
4,0,2
5,0,2
5,6,2
4,6,2
3,6,2
2,6,2
2,5,2
3,5,2
3,5,1
3,4,1
4,4,1
4,4,2
4,4,1
3,4,1
3,4,0
3,5,0
2,5,0
1,5,0
0,0,3
1,0,3
0,0,3
0,1,3
0,1,2
6,1,2
6,0,2
6,1,2
0,1,2
0,2,2
0,1,2
6,1,2
6,0,2
6,0,3
6,0,2
0,0,2
0,1,2
0,0,2
0,0,3
0,6,3
5,2,17
4,2,17
4,2,16
4,2,15
5,2,15
5,1,15
5,2,15
4,2,15
3,2,15
3,2,16
4,2,16
5,2,16
5,3,16
5,2,16
5,2,15
6,2,15
6,2,14
6,2,15
6,2,14
6,2,13
1,6,5
2,6,5
2,0,5
3,0,5
3,0,6
3,0,7
2,0,7
2,6,7
2,6,8
3,6,8
2,6,8
1,6,8
2,6,8
1,6,8
1,6,7
1,0,7
1,6,7
2,6,7
2,5,7
2,4,7
5,2,7
5,1,7
4,1,7
4,0,7
3,0,7
3,0,8
3,6,8
3,6,9
3,0,9
3,1,9
2,1,9
2,1,10
2,0,10
2,0,9
1,0,9
1,0,10
1,1,10
1,2,10
1,2,9
1,2,10
5,3,4
5,4,4
5,5,4
5,6,4
5,6,3
5,6,4
4,6,4
4,5,4
4,4,4
4,4,3
5,4,3
5,3,3
4,3,3
4,2,3
4,2,2
4,2,3
4,2,2
3,2,2
3,1,2
3,0,2
2,1,8
2,0,8
2,1,8
2,0,8
3,0,8
3,6,8
3,6,7
3,5,7
3,5,8
3,6,8
2,6,8
1,6,8
1,0,8
1,0,7
1,0,8
1,0,9
1,6,9
1,6,8
1,6,9
0,6,9
4,5,3
4,6,3
4,6,4
4,6,5
4,6,4
3,6,4
3,5,4
3,6,4
3,6,3
3,6,2
2,6,2
2,0,2
3,0,2
3,1,2
2,1,2
2,1,1
2,0,1
3,0,1
4,0,1
5,0,1
0,2,11
1,2,11
2,2,11
2,1,11
2,0,11
2,6,11
1,6,11
1,6,12
2,6,12
1,6,12
1,5,12
2,5,12
2,6,12
1,6,12
2,6,12
2,0,12
2,1,12
2,1,13
2,2,13
2,1,13
1,1,1
1,2,1
0,2,1
0,2,2
6,2,2
6,3,2
6,4,2
5,4,2
5,4,1
4,4,1
4,4,0
4,5,0
3,5,0
3,5,1
3,5,0
3,4,0
2,4,0
1,4,0
1,4,1
0,4,1
3,0,5
3,6,5
3,0,5
2,0,5
1,0,5
1,0,6
0,0,6
0,0,5
0,6,5
6,6,5
6,0,5
6,1,5
5,1,5
5,1,4
5,0,4
4,0,4
3,0,4
3,0,5
3,0,6
3,0,5
6,5,13
6,5,14
0,5,14
0,5,13
0,4,13
1,4,13
2,4,13
2,5,13
2,6,13
2,6,12
2,5,12
2,5,11
1,5,11
1,5,12
1,6,12
1,6,11
1,6,10
1,6,11
1,5,11
2,5,11
2,0,11
1,0,11
1,6,11
1,6,10
1,0,10
2,0,10
1,0,10
1,6,10
1,6,9
0,6,9
6,6,9
6,0,9
6,0,10
6,1,10
0,1,10
0,0,10
1,0,10
0,0,10
1,0,10
2,0,10
5,6,12
5,6,13
4,6,13
4,6,12
4,0,12
4,1,12
4,0,12
3,0,12
3,1,12
3,1,11
3,1,12
3,0,12
3,0,11
3,1,11
3,1,10
3,0,10
3,1,10
3,0,10
3,1,10
3,1,11
5,1,2
5,2,2
6,2,2
6,3,2
5,3,2
5,3,1
6,3,1
6,3,2
5,3,2
5,2,2
5,1,2
6,1,2
6,1,1
5,1,1
5,0,1
5,1,1
5,1,0
5,1,1
5,1,0
5,1,1
4,1,10
3,1,10
3,1,9
4,1,9
4,0,9
5,0,9
5,6,9
4,6,9
4,6,10
4,5,10
4,4,10
3,4,10
3,4,11
3,3,11
4,3,11
4,3,12
5,3,12
5,4,12
5,4,13
5,4,14
1,4,1
1,5,1
2,5,1
2,5,0
2,5,19
2,5,18
2,5,19
2,6,19
1,6,19
0,6,19
0,6,18
0,6,19
0,6,0
1,6,0
0,6,0
6,6,0
0,6,0
1,6,0
0,6,0
0,5,0
2,3,12
2,3,11
2,3,10
2,3,11
2,2,11
2,1,11
3,1,11
3,0,11
2,0,11
1,0,11
0,0,11
0,1,11
6,1,11
6,2,11
6,2,10
6,3,10
6,4,10
0,4,10
0,5,10
0,4,10
2,1,4
2,2,4
2,2,3
3,2,3
3,3,3
3,4,3
3,4,4
3,4,3
4,4,3
4,5,3
4,5,4
4,5,5
4,4,5
4,5,5
3,5,5
4,5,5
3,5,5
3,6,5
3,0,5
3,0,4
1,0,4
1,1,4
1,0,4
1,1,4
1,2,4
1,1,4
1,0,4
1,0,5
2,0,5
2,6,5
2,0,5
2,0,6
2,0,7
2,1,7
1,1,7
2,1,7
1,1,7
1,1,8
1,2,8
1,2,9
2,6,11
3,6,11
3,5,11
4,5,11
4,6,11
4,0,11
3,0,11
3,0,10
3,6,10
3,5,10
3,4,10
3,3,10
4,3,10
4,3,11
5,3,11
5,3,12
5,4,12
5,3,12
5,2,12
5,2,11
5,6,4
5,0,4
5,0,3
5,0,4
5,1,4
6,1,4
0,1,4
6,1,4
6,2,4
6,1,4
6,1,5
5,1,5
5,1,4
5,1,3
5,0,3
4,0,3
3,0,3
3,0,4
3,0,5
4,0,5
0,3,0
0,3,19
0,3,18
6,3,18
6,2,18
6,3,18
6,3,19
6,3,0
5,3,0
4,3,0
4,4,0
4,4,1
4,5,1
4,4,1
4,5,1
4,5,0
3,5,0
3,6,0
4,6,0
4,0,0
2,6,14
3,6,14
3,6,13
4,6,13
4,6,12
3,6,12
3,5,12
3,4,12
4,4,12
4,4,11
3,4,11
2,4,11
3,4,11
3,5,11
4,5,11
4,5,10
4,4,10
3,4,10
3,3,10
3,3,11
0,0,7
1,0,7
1,1,7
1,0,7
1,1,7
1,1,8
1,0,8
1,6,8
1,6,7
2,6,7
2,6,6
2,6,7
1,6,7
1,6,6
1,6,7
0,6,7
0,5,7
0,4,7
0,5,7
6,5,7
0,0,1
0,0,2
0,1,2
0,1,1
1,1,1
2,1,1
2,1,2
3,1,2
3,2,2
3,1,2
2,1,2
2,2,2
1,2,2
0,2,2
6,2,2
6,3,2
5,3,2
6,3,2
5,3,2
5,2,2
4,3,9
4,2,9
4,2,10
4,1,10
3,1,10
4,1,10
4,1,9
4,2,9
4,3,9
4,2,9
4,2,10
4,3,10
4,4,10
4,3,10
4,4,10
4,4,9
3,4,9
3,4,10
2,4,10
2,4,11
3,0,4
3,0,3
4,0,3
4,0,4
4,6,4
4,5,4
3,5,4
3,4,4
3,5,4
4,5,4
3,5,4
3,4,4
3,4,3
2,4,3
3,4,3
2,4,3
2,4,2
1,4,2
1,3,2
2,3,2
2,0,2
2,0,3
2,6,3
1,6,3
1,5,3
1,6,3
1,0,3
1,1,3
1,2,3
1,2,4
2,2,4
2,3,4
2,2,4
1,2,4
1,2,5
0,2,5
1,2,5
0,2,5
6,2,5
6,2,4
6,4,16
6,3,16
6,3,17
5,3,17
6,3,17
5,3,17
5,4,17
4,4,17
4,4,16
4,3,16
4,4,16
4,4,17
4,4,18
4,3,18
5,3,18
4,3,18
4,4,18
4,4,19
4,5,19
4,6,19
0,0,4
1,0,4
1,1,4
2,1,4
1,1,4
1,0,4
1,1,4
1,1,3
1,1,4
1,1,5
0,1,5
0,0,5
0,1,5
0,1,6
0,0,6
0,1,6
1,1,6
1,0,6
0,0,6
0,6,6
0,1,11
0,2,11
1,2,11
1,2,12
0,2,12
6,2,12
6,3,12
5,3,12
5,3,13
6,3,13
6,2,13
6,1,13
6,1,14
6,2,14
6,2,15
6,1,15
6,1,16
6,1,15
6,1,14
6,0,14
0,0,15
6,0,15
6,1,15
6,2,15
6,2,14
6,2,15
6,2,16
6,3,16
6,3,17
6,2,17
6,1,17
6,1,18
5,1,18
5,1,17
5,2,17
6,2,17
0,2,17
0,3,17
6,3,17
6,3,18
2,0,0
3,0,0
2,0,0
1,0,0
0,0,0
6,0,0
0,0,0
0,6,0
0,5,0
1,5,0
0,5,0
0,6,0
0,5,0
1,5,0
1,6,0
0,6,0
6,6,0
6,5,0
6,5,1
6,6,1
0,3,11
6,3,11
6,3,12
6,2,12
5,2,12
5,2,11
6,2,11
6,3,11
0,3,11
0,2,11
0,2,10
0,3,10
6,3,10
5,3,10
4,3,10
4,4,10
4,3,10
5,3,10
5,3,9
5,3,8
