Re,Rx2,Ry2,Rz2
3.3541019662496847,1,6.25,4
4.123105625617661,0,1,16
7.566372975210778,36.0,20.25,1
1.0,0,0,1
5.0,0,9.0,16
7.88986691902975,12.25,25,25
2.692582403567252,6.25,0.0,1
2.23606797749979,4.0,0.0,1
3.5,0.0,12.25,0
3.0,4,1,4
2.23606797749979,4,0,1
4.123105625617661,16.0,0,1
4.58257569495584,16,1.0,4
3.774917217635375,12.25,1.0,1
4.123105625617661,9,4,4
3.0,0,0,9
5.744562646538029,16,1,16
4.6097722286464435,20.25,0,1
4.301162633521313,6.25,12.25,0
2.23606797749979,1,4,0
6.576473218982953,0,42.25,1
5.5,30.25,0.0,0
3.605551275463989,0.0,4,9
5.385164807134504,4,9,16
3.3166247903554,1,1,9
4.387482193696061,9,4,6.25
4.743416490252569,12.25,6.25,4
3.0,4,1,4
2.0615528128088303,2.25,1,1
8.789197915623474,72.25,4,1
3.0,4.0,1,4
2.23606797749979,1.0,4,0
3.905124837953327,6.25,0.0,9
3.2015621187164243,2.25,4.0,4
4.6097722286464435,20.25,1,0
3.3166247903554,1.0,9.0,1
