Re,Rx2,Ry2,Rz2
5.766281297335398,9.0,20.25,4
3.6742346141747673,6.25,6.25,1
5.70087712549569,20.25,12.25,0
5.0,16,0.0,9
6.041522986797286,6.25,30.25,0
7.0,4.0,36.0,9
2.23606797749979,1,0,4
3.3166247903554,1,1,9
5.0,0.0,9,16
3.3541019662496847,1,6.25,4.0
1.7320508075688772,1,1,1
5.385164807134504,4,16,9
4.123105625617661,16.0,0.0,1
2.5,4.0,2.25,0
2.23606797749979,0.0,1,4
6.576473218982953,42.25,1,0
6.576473218982953,0.0,42.25,1
6.576473218982953,1,42.25,0
6.34428877022476,9,30.25,1.0
3.3166247903554,1,1.0,9.0
6.103277807866851,16,20.25,1
4.58257569495584,1.0,4,16
5.852349955359813,30.25,0,4
6.576473218982953,1,42.25,0
2.23606797749979,1.0,0,4
8.077747210701755,20.25,9,36
4.387482193696061,6.25,4,9
5.315072906367325,2.25,1,25
7.632168761236874,56.25,1,1
6.34428877022476,1,30.25,9
5.852349955359813,30.25,0.0,4
7.3824115301167,12.25,42.25,0
5.0,16,9,0
5.852349955359813,30.25,0,4
5.1478150704935,20.25,2.25,4
5.024937810560445,20.25,1,4
