Rg,Rgx2,Rgy2,Rgz2
2.2957555813718495,0.2900030276000001,1.2597740208999997,3.7207166408999988
1.7062889261200753,0.42780520089999996,1.2736048648999998,1.2100118335999999
1.5672125990432824,1.4180858025,0.5105688224999999,0.5275007056000002
1.6754262563896984,0.8951324355999999,1.4019120025,0.5100087024999997
1.6409267717055505,0.22753192250000004,1.2151087475999998,1.25
1.495030852591344,1.3600063001000007,0.6476104601000001,0.22750049000000022
1.9791265122523116,1.2819335560999991,2.1875081224999997,0.4475000728999999
2.0541970599482418,2.0975701224999996,0.43465123609999995,1.6875042025
1.3703943589346828,0.22757224999999992,0.6279084441,1.0225000049
2.4697522458335777,4.0893890969,1.2827786489000004,0.7275084099999999
1.2591260538961142,0.7278549456000001,0.6475417316000002,0.21000174240000002
1.5819096086692186,0.9622382836,1.3126985600000005,0.2275011664000001
2.0999984943089838,2.8472619840999993,0.42267362760000005,1.1400580643999996
2.4813709057091806,1.4410182481,4.18868125,0.5275020736000001
1.586709091957313,0.4107875025,1.2593548544000008,0.8475033855999999
2.237033142780857,2.6464574024999994,0.8103560768999998,1.5475038025
1.4261385081751348,0.6875019880999999,1.1188678899999993,0.2275011664
1.3403233589697674,0.5883350041000004,0.5081317024999998,0.7
1.488971979454281,0.8477637375999999,1.2217736243999997,0.14750019360000008
2.10441598021874,2.2903341584,0.9907069568999995,1.1475255025
1.367614002341304,1.0596733968999998,0.5631945104,0.24750015209999998
1.7108978019157077,0.6799196561000002,1.8072424516,0.4400091809
2.8665136346788938,4.990549552100001,2.4910699681000006,0.7352808975999994
1.6066394021683892,1.2055426088999988,0.3480317636,1.0277157961000003
1.6496478049268577,0.5128465688999998,0.7484199089,1.4600714025000003
1.2795884607560355,0.28750778409999994,0.9598387664000002,0.39000007839999995
1.5464578117103616,1.7740266369,0.3900039601,0.2275011664000001
2.1325778818369097,0.8503281880999992,2.8375600576,0.8600001764
2.1889152630012885,1.2659288600999994,1.6650074529,1.8604137156
2.4529567987023335,2.1489640025000005,3.2580329169000004,0.6100001368999999
1.763567106293378,0.8223034115999998,0.48777489639999977,1.8000906303999993
1.4018501650319124,0.9901658943999999,0.5475174724,0.42750051840000014
1.978887445485468,1.0661929929000002,2.4222975561000006,0.4275049729000001
1.9877433560195845,1.2926142769000002,1.1085031225000002,1.5500062500000003
1.4550738575756215,0.7694945441,0.9877452499999997,0.3600001369
1.8265391549594552,0.24750967210000002,0.32750009000000013,2.7612355225000003
