Re,Rx2,Ry2,Rz2
3.2015621187164243,4.0,2.25,4
1.0,0,0.0,1.0
9.273618495495704,81.0,1.0,4
3.6742346141747673,6.25,1,6.25
2.23606797749979,1.0,0.0,4
4.358898943540674,1,9,9
3.3541019662496847,6.25,4,1
1.0,0,1,0
3.605551275463989,4,0,9
1.0,0,0,1
2.23606797749979,4,1.0,0
8.73212459828649,4,56.25,16
5.315072906367325,0.0,16,12.25
3.0,1,4,4
6.18465843842649,4,4,30.25
5.315072906367325,2.25,1.0,25
5.852349955359813,4,30.25,0
1.0,0,0,1
3.605551275463989,4,9,0
7.433034373659253,42.25,4,9
6.576473218982953,42.25,0,1
3.5,2.25,1,9
3.0,1,4,4
6.082762530298219,1,0,36
4.716990566028302,9,12.25,1
5.0,25,0,0.0
4.031128874149275,4,0,12.25
4.301162633521313,6.25,0,12.25
7.582875444051551,6.25,42.25,9
4.301162633521313,12.25,6.25,0.0
4.358898943540674,9,9,1
1.0,1.0,0,0
5.385164807134504,4.0,9,16
2.692582403567252,0,6.25,1
5.196152422706632,25,1,1
2.692582403567252,1,6.25,0.0
