x,y,z
0,1,18
1,1,18
0,1,18
0,1,19
1,1,19
2,1,19
2,1,18
2,1,17
1,1,17
1,0,17
1,1,17
2,1,17
2,1,16
2,0,16
3,0,16
3,1,16
3,2,16
3,3,16
3,4,16
4,4,16
0,6,19
0,5,19
6,5,19
6,6,19
6,0,19
0,0,19
1,0,19
1,0,0
1,6,0
1,6,19
1,6,0
1,5,0
1,5,1
1,5,2
1,6,2
1,6,3
0,6,3
0,6,4
1,6,4
1,0,4
5,6,8
6,6,8
0,6,8
1,6,8
1,6,7
1,5,7
1,5,6
1,5,7
2,5,7
2,5,6
3,5,6
3,5,5
3,5,6
4,5,6
5,5,6
5,4,6
5,3,6
5,2,6
4,2,6
4,3,6
2,0,8
2,1,8
2,2,8
2,3,8
3,3,8
3,3,9
3,3,8
4,3,8
4,2,8
4,3,8
4,4,8
3,4,8
2,4,8
2,5,8
2,4,8
2,4,7
2,4,8
1,4,8
1,4,7
2,4,7
4,1,6
3,1,6
3,2,6
3,1,6
3,1,7
3,2,7
3,3,7
2,3,7
2,2,7
1,2,7
1,2,6
1,3,6
1,3,7
2,3,7
2,3,8
2,4,8
2,5,8
2,4,8
2,5,8
2,5,9
2,5,7
2,4,7
2,4,6
3,4,6
3,4,5
3,4,4
3,5,4
3,5,3
3,4,3
3,5,3
3,5,4
3,4,4
3,3,4
2,3,4
1,3,4
1,4,4
2,4,4
3,4,4
2,4,4
2,3,4
2,5,6
2,5,7
3,5,7
3,5,8
2,5,8
2,4,8
2,4,7
2,3,7
1,3,7
1,3,8
1,4,8
1,4,7
1,4,8
1,4,9
0,4,9
0,4,8
0,5,8
6,5,8
6,6,8
6,0,8
0,1,11
0,1,10
0,1,9
6,1,9
0,1,9
0,1,8
6,1,8
6,1,9
6,0,9
6,1,9
6,2,9
5,2,9
5,2,8
4,2,8
4,3,8
4,4,8
4,4,9
3,4,9
3,4,8
4,4,8
1,1,3
1,2,3
1,2,2
2,2,2
2,3,2
2,4,2
3,4,2
3,4,3
2,4,3
3,4,3
3,4,4
3,5,4
3,4,4
3,4,5
3,4,4
3,3,4
3,4,4
3,5,4
3,6,4
4,6,4
1,3,8
1,3,9
0,3,9
1,3,9
2,3,9
2,3,8
1,3,8
1,4,8
0,4,8
0,5,8
6,5,8
6,4,8
6,4,9
6,4,8
6,4,9
0,4,9
0,4,10
6,4,10
5,4,10
5,4,11
4,6,12
4,5,12
5,5,12
5,6,12
5,5,12
6,5,12
6,5,11
6,5,10
6,4,10
5,4,10
5,4,11
6,4,11
6,3,11
0,3,11
0,4,11
1,4,11
1,4,10
1,3,10
1,3,11
1,4,11
3,3,19
3,4,19
2,4,19
2,4,0
1,4,0
1,4,1
1,5,1
1,6,1
1,0,1
1,0,0
0,0,0
0,1,0
0,1,19
0,0,19
0,0,18
0,0,17
0,0,16
0,6,16
1,6,16
1,5,16
0,5,18
6,5,18
6,6,18
5,6,18
5,0,18
6,0,18
6,0,19
6,6,19
6,6,0
6,6,19
6,6,0
6,6,19
6,5,19
0,5,19
6,5,19
6,4,19
0,4,19
0,4,0
6,4,0
0,4,0
6,0,5
0,0,5
0,1,5
6,1,5
6,0,5
6,6,5
6,6,6
6,6,7
0,6,7
6,6,7
6,0,7
0,0,7
6,0,7
0,0,7
0,0,6
0,6,6
6,6,6
6,6,5
6,6,6
0,6,6
3,2,6
2,2,6
2,3,6
2,4,6
2,3,6
2,2,6
3,2,6
3,2,7
3,1,7
3,2,7
4,2,7
4,2,8
4,2,9
4,2,10
4,3,10
4,3,9
4,3,8
3,3,8
2,3,8
2,3,7
2,3,3
2,3,4
2,3,3
2,2,3
3,2,3
2,2,3
2,1,3
3,1,3
3,1,4
3,2,4
3,1,4
3,0,4
3,6,4
3,6,3
2,6,3
2,6,2
2,0,2
2,6,2
2,6,3
2,0,3
2,2,2
2,1,2
1,1,2
1,2,2
1,2,3
0,2,3
0,1,3
0,2,3
0,3,3
1,3,3
1,3,2
2,3,2
3,3,2
3,4,2
3,3,2
3,3,1
3,4,1
3,3,1
3,3,0
3,3,1
6,3,16
6,4,16
0,4,16
0,4,17
0,4,18
6,4,18
6,4,19
6,5,19
6,4,19
0,4,19
0,5,19
6,5,19
6,6,19
0,6,19
0,6,18
0,0,18
0,0,19
6,0,19
6,6,19
6,6,18
0,3,8
0,4,8
1,4,8
1,4,9
2,4,9
1,4,9
0,4,9
0,4,10
6,4,10
5,4,10
6,4,10
5,4,10
5,4,11
4,4,11
4,4,10
4,4,11
4,5,11
4,4,11
3,4,11
3,4,12
4,2,14
3,2,14
4,2,14
4,1,14
3,1,14
3,1,15
3,0,15
3,1,15
3,0,15
3,6,15
3,6,16
3,0,16
3,6,16
2,6,16
1,6,16
1,0,16
1,0,15
2,0,15
1,0,15
1,1,15
3,3,14
3,4,14
2,4,14
2,4,13
1,4,13
1,4,12
2,4,12
1,4,12
0,4,12
0,5,12
0,6,12
6,6,12
0,6,12
0,5,12
0,6,12
0,5,12
1,5,12
1,4,12
0,4,12
6,4,12
6,6,5
6,6,6
6,0,6
6,0,5
5,0,5
4,0,5
4,1,5
4,0,5
4,0,6
4,0,5
5,0,5
5,0,4
4,0,4
4,0,5
4,1,5
4,1,4
4,2,4
5,2,4
5,2,5
4,2,5
6,6,4
6,6,5
6,6,6
6,0,6
0,0,6
6,0,6
6,0,7
0,0,7
1,0,7
1,0,6
0,0,6
1,0,6
1,0,7
0,0,7
0,6,7
1,6,7
1,0,7
0,0,7
1,0,7
0,0,7
4,4,1
4,4,2
4,4,3
3,4,3
3,4,2
3,5,2
3,6,2
3,6,3
3,5,3
4,5,3
4,6,3
5,6,3
4,6,3
4,6,4
4,5,4
4,6,4
4,5,4
5,5,4
5,4,4
5,4,5
6,5,6
6,4,6
6,5,6
6,4,6
6,4,5
6,3,5
6,4,5
6,4,6
6,3,6
6,4,6
5,4,6
6,4,6
6,4,7
0,4,7
0,5,7
0,5,8
0,5,7
0,6,7
6,6,7
5,6,7
2,2,6
2,3,6
1,3,6
1,2,6
1,3,6
1,4,6
2,4,6
2,4,7
2,4,6
1,4,6
1,4,7
1,4,6
1,4,7
0,4,7
0,3,7
0,3,8
0,2,8
0,2,7
1,2,7
1,1,7
5,2,7
5,3,7
5,2,7
5,2,6
6,2,6
6,3,6
6,2,6
6,3,6
0,3,6
1,3,6
0,3,6
0,3,5
0,4,5
1,4,5
2,4,5
2,3,5
1,3,5
1,4,5
1,4,4
1,4,5
2,0,19
2,6,19
2,6,18
3,6,18
3,0,18
3,6,18
4,6,18
4,6,19
4,6,0
3,6,0
4,6,0
4,5,0
5,5,0
5,5,1
6,5,1
5,5,1
5,5,2
6,5,2
6,5,3
6,5,4
5,6,11
4,6,11
3,6,11
3,6,10
4,6,10
4,0,10
3,0,10
2,0,10
1,0,10
1,0,11
1,0,10
0,0,10
1,0,10
1,0,11
1,1,11
1,0,11
1,1,11
2,1,11
2,0,11
2,1,11
4,6,19
4,6,18
5,6,18
5,0,18
6,0,18
6,1,18
6,1,17
0,1,17
0,0,17
0,0,18
1,0,18
1,6,18
0,6,18
0,0,18
0,1,18
0,1,19
0,2,19
6,2,19
6,2,18
6,1,18
5,2,11
5,2,12
5,2,11
5,3,11
5,4,11
4,4,11
4,4,10
4,5,10
4,5,11
4,5,10
3,5,10
3,4,10
4,4,10
5,4,10
5,4,9
5,5,9
5,4,9
6,4,9
6,5,9
6,5,10
3,6,3
3,6,2
4,6,2
4,5,2
4,4,2
4,3,2
5,3,2
4,3,2
4,3,3
3,3,3
4,3,3
3,3,3
4,3,3
3,3,3
4,3,3
4,4,3
4,4,2
4,3,2
5,3,2
4,3,2
0,0,13
