c,x,y,z
0,3.5,5.5,0.5
1,0.5,1.5,0.5
2,0.5,2.5,0.5
3,0.5,1.5,0.5
4,1.5,2.5,0.5
5,1.5,1.5,0.5
6,0.5,3.5,0.5
7,0.5,0.5,0.5
8,4.5,0.5,0.5
9,5.5,0.5,0.5
10,2.5,1.5,0.5
11,3.5,2.5,0.5
12,2.5,0.5,0.5
13,0.5,3.5,0.5
14,3.5,0.5,0.5
15,0.5,4.5,0.5
16,0.5,2.5,0.5
17,0.5,4.5,0.5
18,4.5,3.5,0.5
19,4.5,0.5,0.5
20,0.5,0.5,0.5
21,1.5,3.5,0.5
22,1.5,4.5,0.5
23,5.5,3.5,0.5
24,5.5,0.5,0.5
25,3.5,0.5,0.5
26,1.5,0.5,0.5
27,2.5,2.5,0.5
28,2.5,5.5,0.5
29,3.5,4.5,0.5
30,3.5,1.5,0.5
31,5.5,5.5,0.5
32,4.5,4.5,0.5
33,1.5,5.5,0.5
34,3.5,3.5,0.5
35,4.5,5.5,0.5
