Re,Rx2,Ry2,Rz2
2.5,2.25,4.0,0
5.408326913195984,20.25,0,9
5.678908345800274,1.0,30.25,1
5.678908345800274,12.25,4,16
3.5355339059327378,2.25,4,6.25
4.272001872658765,2.25,16,0
3.3541019662496847,6.25,4,1
4.743416490252569,6.25,4,12.25
3.774917217635375,1.0,1,12.25
5.744562646538029,25,4,4
4.6097722286464435,0.0,20.25,1
5.852349955359813,0.0,30.25,4
4.123105625617661,9,4.0,4
5.385164807134504,9,16,4
5.766281297335398,4,20.25,9
4.123105625617661,4,9,4
5.196152422706632,25,1,1
3.905124837953327,9,6.25,0
5.852349955359813,0,30.25,4
5.196152422706632,1,1.0,25
2.23606797749979,0.0,1,4
3.905124837953327,0,9.0,6.25
7.433034373659253,42.25,4,9
5.852349955359813,16,2.25,16
4.6097722286464435,20.25,1,0
1.5,0.0,2.25,0
3.0,1,4,4
3.0,4,1.0,4
7.0178344238090995,20.25,4.0,25
2.23606797749979,0,4.0,1
3.9370039370059056,12.25,1,2.25
2.692582403567252,6.25,1.0,0
2.9154759474226504,6.25,2.25,0
2.23606797749979,4,1.0,0
7.5,30.25,1,25
3.0,0,9,0
